"eventName" "runSeqNumber" "pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" "edinburgh" "107" 1 "26429" "17:38" 1058 "VM40-44" 79.77 "M" 1 "PB stays at 00:16:03" 33
"2" "edinburgh" "107" 2 "36880" "18:09" 1089 "VM35-39" 73.09 "M" 2 "PB stays at 00:16:01" 77
"3" "edinburgh" "107" 3 "81104" "18:53" 1133 "SM30-34" 68.67 "M" 3 "PB stays at 00:16:27" 76
"4" "edinburgh" "107" 4 "43261" "19:17" 1157 "VM40-44" 71.82 "M" 4 "PB stays at 00:17:23" 206
"5" "edinburgh" "107" 5 "104371" "19:24" 1164 "VM50-54" 76.03 "M" 5 "PB stays at 00:17:31" 4
"6" "edinburgh" "107" 6 "53382" "19:59" 1199 "VM45-49" 71.48 "M" 6 "PB stays at 00:17:53" 26
"7" "edinburgh" "107" 7 "207049" "20:01" 1201 "SM20-24" 64.45 "M" 7 "First Timer!" 6
"8" "edinburgh" "107" 8 "47214" "20:06" 1206 "VM45-49" 71.06 "M" 8 "PB stays at 00:17:55" 318
"9" "edinburgh" "107" 9 "51098" "20:07" 1207 "VM60-64" 79.7 "M" 9 "PB stays at 00:17:50" 346
"10" "edinburgh" "107" 10 "92586" "20:07" 1207 "VM45-49" 72.16 "M" 10 "PB stays at 00:18:09" 18
"11" "edinburgh" "107" 11 "36999" "20:13" 1213 "SM25-29" 63.89 "M" 11 "PB stays at 00:18:45" 24
"12" "edinburgh" "107" 12 "64820" "20:15" 1215 "VM50-54" 73.99 "M" 12 "PB stays at 00:18:49" 297
"13" "edinburgh" "107" 13 "91288" "20:21" 1221 "VM35-39" 66.58 "M" 13 "PB stays at 00:16:58" 39
"14" "edinburgh" "107" 14 "164007" "20:40" 1240 "VM35-39" 63.79 "M" 14 "PB stays at 00:17:59" 368
"15" "edinburgh" "107" 15 "37526" "20:44" 1244 "SW25-29" 71.38 "F" 1 "PB stays at 00:18:53" 31
"16" "edinburgh" "107" 16 "170652" "20:50" 1250 "SM30-34" 62.96 "M" 15 "PB stays at 00:18:30" 205
"17" "edinburgh" "107" 17 "56766" "21:09" 1269 "VM35-39" 64.07 "M" 16 "PB stays at 00:18:50" 74
"18" "edinburgh" "107" 18 "208473" "21:11" 1271 "SW20-24" 69.87 "F" 2 "First Timer!" 12
"19" "edinburgh" "107" 19 "25772" "21:19" 1279 "VM35-39" 63.1 "M" 17 "First Timer!" 60
"20" "edinburgh" "107" 20 "16588" "21:24" 1284 "VM55-59" 71.81 "M" 18 "PB stays at 00:18:59" 335
"21" "edinburgh" "107" 21 "49562" "21:54" 1314 "VM50-54" 69.56 "M" 19 "PB stays at 00:19:28" 307
"22" "edinburgh" "107" 22 "79187" "21:56" 1316 "SM30-34" 59.8 "M" 20 "PB stays at 00:18:10" 235
"23" "edinburgh" "107" 23 "47942" "21:59" 1319 "VM40-44" 63 "M" 21 "PB stays at 00:19:32" 206
"24" "edinburgh" "107" 24 "201637" "22:08" 1328 "VM45-49" 64.53 "M" 22 "PB stays at 00:20:09" 15
"25" "edinburgh" "107" 25 "55833" "22:18" 1338 "VM45-49" 64.05 "M" 23 "PB stays at 00:18:55" 23
"26" "edinburgh" "107" 26 "60772" "22:21" 1341 "VM40-44" 61.52 "M" 24 "PB stays at 00:21:12" 17
"27" "edinburgh" "107" 27 "48539" "22:23" 1343 "VM35-39" 60.54 "M" 25 "PB stays at 00:21:04" 29
"28" "edinburgh" "107" 28 NA NA NA NA NA NA NA NA NA
"29" "edinburgh" "107" 29 "40861" "22:26" 1346 "VM50-54" 66.27 "M" 27 "PB stays at 00:19:50" 296
