"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"36" "2019-02-16" 41 25 13 3.24511195893122 0.609400039061244 2.53564839593791 0.522028488681253 NA
"35" "2019-02-09" 42 27 15 3.22538019443606 0.608330030919186 2.57260405560678 0.595853670978899 NA
"34" "2019-02-02" 50 29 21 3.36576419363996 0.599596812671584 2.60269481713789 0.479643667244326 NA
"33" "2019-01-26" 32 18 10 3.21709019261447 0.505357789859313 2.29691572220514 0.369251699059842 NA
"32" "2019-01-19" 33 16 15 3.37221111637952 0.577657338016211 2.38421373894483 0.517415273772521 NA
"31" "2019-01-12" 58 36 18 3.11772546897438 0.696079418470689 2.39219984259565 0.525637920880849 NA
"30" "2019-01-05" 42 18 21 3.20934663486411 0.596889035321566 2.46442267898118 0.400755640631337 NA
"29" "2019-01-01" 171 88 77 3.30094431489607 0.556665514932288 2.73988141136943 0.42545749493719 NA
"28" "2018-12-29" 29 15 10 3.45413666829583 0.551024676445991 2.7104769004939 0.383756322005423 NA
"27" "2018-12-22" 59 36 22 3.3498841698368 0.564774067321434 2.61157462444097 0.428993876096655 NA
"26" "2018-12-15" 31 22 9 3.40962921659382 0.535693775003671 2.61500316831986 0.467951562906918 NA
"25" "2018-12-08" 16 9 7 2.99920474203064 0.595461272561793 2.393820145926 0.439882259657071 NA
"24" "2018-12-01" 24 13 11 3.44500917155575 0.486580711789174 2.62342976963365 0.43350059889169 NA
"23" "2018-11-24" 29 18 11 3.38358342775831 0.643784406591217 2.65732966424529 0.674983133869838 NA
"22" "2018-11-17" 39 22 15 3.2564790013264 0.731507460680642 2.71749952738721 0.661252116450705 NA
"21" "2018-11-10" 45 26 17 3.38679993807476 0.629993680843363 2.76031813246987 0.350640374801765 NA
"20" "2018-11-03" 53 33 14 3.5979891120431 0.492300743624839 2.67833569064572 0.276823292879172 NA
"19" "2018-10-27" 27 16 10 3.05426746095134 0.639170891058826 2.52108737884414 0.370783915280013 NA
"18" "2018-10-20" 55 34 21 3.43759709235675 0.554444691434009 2.6784349189523 0.470952862155506 NA
"17" "2018-10-13" 30 25 5 3.11913199610699 0.725413111199019 2.62601468024493 0.333858372642587 NA
"16" "2018-10-06" 39 25 13 3.31024263415301 0.543797346841447 2.70530126633843 0.33233338403756 NA
"15" "2018-09-29" 42 24 18 3.2055707951194 0.535552252957652 2.59273595351897 0.421163232606267 NA
"14" "2018-09-22" 29 17 7 3.74592386393191 0.630327695329359 2.64737588686398 0.466949203624328 NA
"13" "2018-09-15" 42 25 17 3.35891271526638 0.643518464421716 2.46009235149133 0.555563892884923 NA
"12" "2018-09-08" 57 35 22 3.11360822055688 0.592583195206095 2.68590760521 0.45925053393572 NA
"11" "2018-09-01" 27 21 5 3.01625025566016 0.458331790728335 2.28458932415076 0.391112440517393 NA
"10" "2018-08-25" 47 23 24 3.38892602803202 0.670367039399836 2.62482211017198 0.596149411013149 NA
"9" "2018-08-18" 53 29 24 3.34620726285001 0.816903711055008 2.68683167243504 0.552787751844099 NA
"8" "2018-08-11" 33 20 13 3.17423557273597 0.459159096462962 2.42855635850966 0.653537432796281 NA
"7" "2018-08-04" 50 31 19 3.37521605951996 0.709749928069219 2.38603379901246 0.71620948110839 NA
"6" "2018-07-28" 73 30 41 3.09570788319088 0.755822478647024 2.7002644757023 0.478449718592031 NA
"5" "2018-07-21" 33 21 12 3.26113909437877 0.562497461124057 2.6834535570383 0.43466724572095 NA
"4" "2018-07-14" 44 33 11 3.33499497413761 0.634090554738704 2.81343510369696 0.511768339912249 NA
"3" "2018-07-07" 91 49 41 3.39938135451001 0.631687274932126 2.60627793918778 0.545995127250811 NA
"2" "2018-06-30" 73 45 26 3.2751643886513 0.512675070541289 2.62667249260899 0.423980076118279 NA
"1" "2018-06-23" NA NA NA NA NA NA NA NA
"37" "2019-02-23" 50 30 19 3.31747047484801 0.608184193790295 2.59184246389061 0.360386219532275 NA
"38" "2019-03-02" 40 20 18 3.272896256121 0.600744399400381 2.64264782966302 0.482233792425021 NA
"39" "2019-03-09" 17 11 6 3.62062632304453 0.464828167500157 2.61046250105799 0.618981700208771 NA
