"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"403" "2016-01-02" 218 125 89 3.28672943874836 0.66730584839693 2.76727812617034 0.430224036103338 NA
"402" "2016-01-01" 398 252 135 3.34571293092017 0.669455516930321 2.77896144425531 0.473830232183377 NA
"401" "2015-12-26" 131 90 36 3.53233350156074 0.634521371422451 2.89878735686694 0.379440551500018 NA
"400" "2015-12-25" 195 116 75 3.50281213539693 0.57757127384879 2.9243764755921 0.482434683552222 NA
"399" "2015-12-19" 237 143 89 3.25331754720673 0.703281251994753 2.67956714492444 0.474513248569641 NA
"398" "2015-12-12" 167 103 59 3.40343771197435 0.638040577796728 2.78999943953682 0.452724986105056 NA
"397" "2015-12-05" 143 85 51 3.37829962095502 0.640757165305207 2.8096999738526 0.482413314589369 NA
"396" "2015-11-28" 218 128 82 3.40639159769941 0.674706521090713 2.65037506381451 0.432527792184977 NA
"395" "2015-11-21" 182 119 59 3.44271543846528 0.585180887058432 2.85667629612836 0.466961444554052 NA
"394" "2015-11-14" 219 131 83 3.42335424422612 0.620627068832609 2.80350036825946 0.434595276106286 NA
"393" "2015-11-07" 216 123 78 3.52931346204068 0.626888409495858 2.87452131348832 0.539823335753532 NA
"392" "2015-10-31" 267 153 109 3.38429155685282 0.695521795225939 2.79111938360403 0.460758965883541 NA
"391" "2015-10-24" 243 127 104 3.42425925650395 0.681817857204473 2.72035419072107 0.455347294460441 NA
"390" "2015-10-17" 273 165 90 3.5293344017575 0.717418721522259 2.8023447595914 0.535801135079245 NA
"389" "2015-10-10" 250 139 98 3.33267725423757 0.67889865201847 2.6323850184636 0.543613695135478 NA
"388" "2015-10-03" 242 140 95 3.40037092941113 0.678963282677927 2.67729413728198 0.535717658033372 NA
"387" "2015-09-26" 226 125 92 3.38432231591007 0.671856061787231 2.72860683294295 0.481321975440056 NA
"386" "2015-09-19" 261 142 108 3.32591823593398 0.627675355813226 2.71648496773871 0.459093369680705 NA
"385" "2015-09-12" 183 109 67 3.28589144383013 0.701158824458444 2.72548630818579 0.47395414286766 NA
"384" "2015-09-05" 188 112 71 3.27888823561898 0.665610669881263 2.62762665149345 0.5090325097246 NA
"383" "2015-08-29" 277 160 105 3.3216729386992 0.719661014236546 2.68507943957824 0.505425868702226 NA
"382" "2015-08-22" 246 150 85 3.44417378423425 0.657162561537844 2.71289960160144 0.435246221810857 NA
"381" "2015-08-15" 258 142 100 3.35841271295749 0.668891392704731 2.65569961239403 0.476862325464039 NA
"380" "2015-08-08" 212 113 82 3.36518406212327 0.632921298973932 2.707575203052 0.494003274552319 NA
"379" "2015-08-01" 238 135 93 3.35774916027224 0.673377130719218 2.7042281838641 0.592817275170485 NA
"378" "2015-07-25" 300 177 103 3.43646375516195 0.686540815406678 2.68995770589732 0.476013258178877 NA
"377" "2015-07-18" 257 152 93 3.25393987043824 0.642293302447721 2.81562656251906 0.465765324867701 NA
"376" "2015-07-11" 244 142 93 3.28502872216781 0.667200253320286 2.71284163263755 0.443229511345903 NA
"375" "2015-07-04" 238 139 87 3.40697039800581 0.743041848774128 2.73217517843772 0.576841328781988 NA
"374" "2015-06-27" 217 127 80 3.37593615651365 0.709077645090879 2.73539900221256 0.475269010911449 NA
"373" "2015-06-20" 247 149 90 3.28556969176431 0.755833794649796 2.72269497898069 0.482555543732506 NA
"372" "2015-06-13" 234 146 77 3.37494346991616 0.699548530215288 2.78414580274486 0.474886001057474 NA
"371" "2015-06-06" 271 173 82 3.45738660150456 0.60048788002265 2.7691366051601 0.4448061488656 NA
"370" "2015-05-30" 280 160 100 3.30520354724638 0.599176152965213 2.76143150926579 0.481516866824714 NA
"369" "2015-05-23" 325 181 126 3.39413819766818 0.668541976997701 2.75931512445848 0.435900121770963 NA
"368" "2015-05-16" 282 161 111 3.34697819020771 0.603870449350626 2.81432853489028 0.472084483187349 NA
"367" "2015-05-09" 241 132 102 3.40814440944808 0.661003137867388 2.83503569431246 0.517411513091459 NA
"366" "2015-05-02" 361 197 130 3.37694844989755 0.630160309915415 2.77545882530803 0.451905808620353 NA
"365" "2015-04-25" 266 141 106 3.30870189989015 0.62356083861516 2.79968635632885 0.447732997803562 NA
"364" "2015-04-18" 241 135 103 3.47600289050219 0.693076816331712 2.8628216913375 0.525596234406342 NA
"363" "2015-04-11" 257 156 94 3.35153908554128 0.660414385975609 2.79098192746463 0.384908238473399 NA
"362" "2015-04-04" 249 144 93 3.53667658076671 0.681011094671797 2.85644447367888 0.494138683562259 NA
"361" "2015-03-28" 203 114 82 3.35776903806797 0.647117330797424 2.74959193841614 0.361270712748258 NA
"360" "2015-03-21" 225 132 84 3.39837524675472 0.681183777994735 2.75427398716929 0.50595456051709 NA
"359" "2015-03-14" 249 145 99 3.37883604835662 0.66768393118838 2.73086948944156 0.465692503247124 NA
"358" "2015-03-07" 266 144 102 3.38035836363388 0.657201002492938 2.65823711664361 0.432813558284467 NA
"357" "2015-02-28" 286 157 111 3.34591228029106 0.762680145833339 2.80541431499664 0.511650829469879 NA
"356" "2015-02-21" 295 175 102 3.33799652053358 0.71300183154838 2.76490618929572 0.510545277564891 NA
"355" "2015-02-14" 251 152 93 3.26641974384781 0.693768769547683 2.74615775283102 0.424266554527988 NA
"354" "2015-02-07" 263 159 92 3.3987294112058 0.648459902873275 2.71598200180967 0.433933887364277 NA
"353" "2015-01-31" 191 116 65 3.42624407751954 0.674505784411776 2.69736937821592 0.498177600492399 NA
"352" "2015-01-24" 272 163 99 3.37707236947962 0.715962368644521 2.72595077712215 0.451705994025572 NA
"351" "2015-01-17" 292 182 99 3.3328739244524 0.601363772675977 2.68537372597622 0.495388503479926 NA
"350" "2015-01-10" 210 128 72 3.27829800891766 0.599841285448126 2.63384519699661 0.429561050047955 NA
"349" "2015-01-03" 317 186 121 3.38407630967179 0.671356326282667 2.76389977518115 0.51327160879743 NA
"348" "2015-01-01" 371 231 130 3.33130801289262 0.666713157806446 2.76994763401277 0.45191018745774 NA
"347" "2014-12-27" 220 129 81 3.22807874352861 0.62866624035216 2.60366429693949 0.489606949906682 NA
"346" "2014-12-25" 195 123 66 3.48568400118551 0.638280480937073 2.84480326478564 0.416945208559107 NA
"345" "2014-12-20" 298 177 112 3.30084990401314 0.719724490039735 2.71809721795383 0.503473824747184 NA
"344" "2014-12-13" 226 139 79 3.38642646818021 0.570563615216426 2.8164264519691 0.433142851001285 NA
"343" "2014-12-06" 218 126 84 3.41296282549157 0.671397397594779 2.85359472434039 0.519425480271945 NA
"342" "2014-11-29" 242 146 85 3.43446820634079 0.650345064908748 2.79349693558695 0.485864578095554 NA
"341" "2014-11-22" 287 178 101 3.47802959907744 0.650569056025715 2.86812801163518 0.492792644798585 NA
"340" "2014-11-15" 265 164 86 3.42979894199845 0.604137807958794 2.80387394679906 0.478576973908296 NA
"339" "2014-11-08" 280 165 101 3.38256444097747 0.651179432892085 2.77449714181888 0.458798261760803 NA
"338" "2014-11-01" 269 155 102 3.34557437319275 0.700916894775297 2.68095533183829 0.516827093015514 NA
"337" "2014-10-25" 252 151 88 3.41898494022122 0.614662147579959 2.68673883462508 0.432331525233332 NA
"336" "2014-10-18" 248 142 96 3.39982348590048 0.598980139360944 2.70166878488242 0.4325141101734 NA
"335" "2014-10-11" 268 161 100 3.41648120104758 0.622277436726928 2.75081914168728 0.53503669933532 NA
"334" "2014-10-04" 252 153 89 3.34146147083893 0.647281567608738 2.65099459293448 0.435912118403596 NA
"333" "2014-09-27" 246 148 84 3.40843672312497 0.608542624988522 2.72214482434213 0.48560601602395 NA
"332" "2014-09-20" 291 161 107 3.44597736982705 0.618356334345093 2.72682487387322 0.459074357154805 NA
"331" "2014-09-13" 282 160 110 3.47078666793078 0.664278726522947 2.70606903000259 0.505122400539779 NA
"330" "2014-09-06" 236 130 79 3.49332734959775 0.64896376893343 2.68038697467729 0.465732549635572 NA
"329" "2014-08-30" 187 100 70 3.31838029121971 0.648072063118412 2.55151341125921 0.483941822662047 NA
"328" "2014-08-23" 258 142 96 3.39146671143687 0.626221593042741 2.66674467055908 0.482229672581742 NA
"327" "2014-08-16" 225 123 83 3.45522638863064 0.58241466053067 2.7349157336026 0.415509489044855 NA
"326" "2014-08-09" 264 138 104 3.41726040548029 0.626993098119237 2.63019964954247 0.471695869686007 NA
"325" "2014-08-02" 234 134 88 3.44209179482645 0.686782055333788 2.71229423598312 0.419150862851502 NA
"324" "2014-07-26" 315 186 109 3.3273549861469 0.643916354832221 2.76013576290031 0.49833516339574 NA
"323" "2014-07-19" 282 149 116 3.36834366944731 0.596964852740551 2.69518404553449 0.4557661299757 NA
"322" "2014-07-12" 227 139 81 3.33868446560114 0.66781279380327 2.72579604088952 0.380718701692348 NA
"321" "2014-07-05" 191 116 71 3.34005324293918 0.585706457372419 2.77960108919033 0.440000941372918 NA
"320" "2014-06-28" 250 140 98 3.33864434007686 0.680165556149973 2.75379027471332 0.39118099228278 NA
"319" "2014-06-21" 225 144 73 3.45237291760481 0.669658056824676 2.72832095939599 0.458783580485423 NA
"318" "2014-06-14" 244 143 89 3.3751334903599 0.634171942481918 2.75282398868434 0.389236044800222 NA
"317" "2014-06-07" 302 167 124 3.31805808843367 0.667766160007676 2.66735429887949 0.399661968670793 NA
"316" "2014-05-31" 235 137 94 3.34198180091996 0.611528285420601 2.66678599925374 0.43672784204121 NA
"315" "2014-05-24" 276 168 96 3.42838895080664 0.700696508471536 2.74485868187092 0.47937432833083 NA
"314" "2014-05-17" 291 162 118 3.30385138898075 0.663606926275523 2.61143551370569 0.410469225879011 NA
