"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 1448539 "17:17" 1037 "VM45-49" 82.06 "M" 1 "PB stays at 00:17:03" 52
"2" 2 2897588 "17:34" 1054 "SM20-24" 73.43 "M" 2 "New PB!" 62
"3" 3 1254337 "17:42" 1062 "JM15-17" 76.27 "M" 3 "New PB!" 84
"4" 4 424820 "17:43" 1063 "VM35-39" 76.48 "M" 4 "First Timer!" 47
"5" 5 1356156 "18:30" 1110 "VM40-44" 75.5 "M" 5 "PB stays at 00:17:48" 130
"6" 6 293823 "18:41" 1121 "VM35-39" 71.45 "M" 6 "PB stays at 00:17:56" 179
"7" 7 178237 "18:45" 1125 "SM25-29" 68.8 "M" 7 "New PB!" 20
"8" 8 814834 "18:49" 1129 "VM50-54" 80.34 "M" 8 "PB stays at 00:17:42" 181
"9" 9 142780 "19:04" 1144 "VM45-49" 75.52 "M" 9 "PB stays at 00:18:23" 100
"10" 10 527805 "19:19" 1159 "VM35-39" 68.25 "M" 10 "PB stays at 00:18:42" 123
"11" 11 113414 "19:21" 1161 "SM25-29" 66.67 "M" 11 "New PB!" 10
"12" 12 1695409 "19:22" 1162 "VM40-44" 72.63 "M" 12 "PB stays at 00:19:00" 98
"13" 13 951249 "19:23" 1163 "VM50-54" 77.3 "M" 13 "PB stays at 00:18:53" 62
"14" 14 587681 "19:26" 1166 "SM30-34" 67.5 "M" 14 "PB stays at 00:18:43" 72
"15" 15 110998 "19:37" 1177 "VM35-39" 67.63 "M" 15 "PB stays at 00:17:25" 317
"16" 16 3901596 "19:38" 1178 "SM25-29" 65.7 "M" 16 "PB stays at 00:17:27" 45
"17" 17 4964979 "19:40" 1180 "SM30-34" 65.76 "M" 17 "New PB!" 11
"18" 18 71892 "19:44" 1184 "VM40-44" 70.78 "M" 18 "PB stays at 00:16:53" 55
"19" 19 1430843 "19:51" 1191 "VM40-44" 69.27 "M" 19 "PB stays at 00:19:19" 171
"20" 20 173509 "19:54" 1194 "VM45-49" 72.95 "M" 20 "PB stays at 00:17:36" 328
"21" 21 335368 "20:00" 1200 "VM40-44" 68.75 "M" 21 "PB stays at 00:19:52" 193
"22" 22 1042680 "20:02" 1202 "SM30-34" 65.14 "M" 22 "PB stays at 00:19:48" 166
"23" 23 110191 "20:18" 1218 "VM50-54" 75.04 "M" 23 "PB stays at 00:19:18" 327
"24" 24 4435498 "20:19" 1219 "JM15-17" 67.43 "M" 24 "New PB!" 14
"25" 25 942390 "20:20" 1220 "SM20-24" 63.44 "M" 25 "PB stays at 00:19:55" 29
"26" 26 1711040 "20:24" 1224 "VM45-49" 71.16 "M" 26 "PB stays at 00:19:41" 39
"27" 27 3114519 "20:26" 1226 "VM35-39" 64.93 "M" 27 "PB stays at 00:20:26" 7
"28" 28 1405096 "20:40" 1240 "VM50-54" 72.5 "M" 28 "PB stays at 00:20:11" 162
"29" 29 1111699 "20:46" 1246 "VM35-39" 65.25 "M" 29 "PB stays at 00:19:23" 81
"30" 30 901533 "20:49" 1249 "SM25-29" 62.05 "M" 30 "PB stays at 00:19:52" 43
"31" 31 3981620 "20:54" 1254 "VM35-39" 64.83 "M" 31 "New PB!" 22
"32" 32 209603 "20:55" 1255 "SW25-29" 70.76 "F" 1 "PB stays at 00:20:29" 112
"33" 33 4451910 "20:57" 1257 "SM30-34" 62.61 "M" 32 "PB stays at 00:19:37" 21
"34" 34 194879 "21:14" 1274 "VM40-44" 65.23 "M" 33 "PB stays at 00:20:28" 83
"35" 35 4939460 "21:19" 1279 "SM25-29" 60.52 "M" 34 "New PB!" 4
"36" 36 1644797 "21:21" 1281 "VM40-44" 64.87 "M" 35 "New PB!" 36
"37" 37 1011938 "21:25" 1285 "SM25-29" 60.23 "M" 36 "PB stays at 00:20:27" 32
"38" 38 372610 "21:26" 1286 "VM45-49" 67.73 "M" 37 "PB stays at 00:20:53" 106
"39" 39 1076954 "21:32" 1292 "JM11-14" 67.34 "M" 38 "PB stays at 00:21:24" 66
"40" 40 3358708 "21:33" 1293 "VM40-44" 63.34 "M" 39 "PB stays at 00:21:13" 22
"41" 41 3497114 "21:35" 1295 "VM35-39" 61.47 "M" 40 "New PB!" 28
