"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 839403 "17:21" 1041 "VM35-39" 78.1 "M" 1 "PB stays at 00:17:03" 40
"2" 2 350319 "17:31" 1051 "VM35-39" 76.21 "M" 2 "PB stays at 00:17:14" 251
"3" 3 1356156 "17:58" 1078 "VM40-44" 77.74 "M" 3 "PB stays at 00:17:48" 130
"4" 4 3495274 "17:59" 1079 "SM25-29" 71.83 "M" 4 "New PB!" 15
"5" 5 804193 "18:03" 1083 "VM40-44" 75.62 "M" 5 "New PB!" 198
"6" 6 71892 "18:05" 1085 "VM40-44" 77.24 "M" 6 "PB stays at 00:16:53" 55
"7" 7 64194 "18:07" 1087 "VM45-49" 80.77 "M" 7 "New PB!" 62
"8" 8 178237 "18:13" 1093 "SM25-29" 70.81 "M" 8 "New PB!" 20
"9" 9 1011393 "18:14" 1094 "SM30-34" 71.12 "M" 9 "New PB!" 14
"10" 10 605958 "18:15" 1095 "JM15-17" 75.07 "M" 10 "New PB!" 44
"11" 11 293823 "18:26" 1106 "VM35-39" 72.42 "M" 11 "PB stays at 00:17:56" 179
"12" 12 NA NA NA NA NA NA NA NA NA
"13" 13 48703 "18:29" 1109 "VM45-49" 77.91 "M" 13 "PB stays at 00:17:00" 145
"14" 14 587681 "18:43" 1123 "VM35-39" 70.44 "M" 14 "New PB!" 72
"15" 15 121930 "18:50" 1130 "SM25-29" 68.58 "M" 15 "PB stays at 00:16:41" 118
"16" 16 94620 "18:53" 1133 "VM55-59" 81.38 "M" 16 "PB stays at 00:18:37" 326
"17" 17 1618988 "19:02" 1142 "SM25-29" 67.78 "M" 17 "New PB!" 9
"18" 18 1695409 "19:05" 1145 "VM40-44" 73.71 "M" 18 "PB stays at 00:19:00" 98
"19" 19 4964979 "19:08" 1148 "SM30-34" 67.6 "M" 19 "New PB!" 11
"20" 20 196192 "19:09" 1149 "VM35-39" 69.71 "M" 20 "PB stays at 00:18:11" 294
"21" 21 1389970 "19:09" 1149 "SM25-29" 67.36 "M" 21 "PB stays at 00:18:23" 23
"22" 22 442559 "19:15" 1155 "VM35-39" 68.48 "M" 22 "PB stays at 00:18:41" 57
"23" 23 2411827 "19:18" 1158 "VM50-54" 77.63 "M" 23 "New PB!" 41
"24" 24 2240272 "19:20" 1160 "SM25-29" 66.81 "M" 24 "PB stays at 00:18:29" 18
"25" 25 1111699 "19:23" 1163 "VM35-39" 69.91 "M" 25 "New PB!" 81
"26" 26 202581 "19:26" 1166 "VM45-49" 74.1 "M" 26 "PB stays at 00:17:13" 283
"27" 27 203182 "19:26" 1166 "SW30-34" 76.16 "F" 1 "PB stays at 00:19:01" 82
"28" 28 534005 "19:34" 1174 "VM35-39" 68.23 "M" 27 "New PB!" 175
"29" 29 76585 "19:34" 1174 "VM50-54" 77.85 "M" 28 "PB stays at 00:18:28" 237
