"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 1448539 "17:33" 1053 "VM45-49" 80.82 "M" 1 "PB stays at 00:17:03" 52
"2" 2 455292 "17:38" 1058 "VM45-49" 81 "M" 2 "PB stays at 00:17:24" 183
"3" 3 87482 "17:42" 1062 "VM35-39" 76.55 "M" 3 "New PB!" 86
"4" 4 1413206 "17:54" 1074 "SM30-34" 72.44 "M" 4 "PB stays at 00:17:38" 20
"5" 5 559089 "18:01" 1081 "VM45-49" 80.57 "M" 5 "New PB!" 28
"6" 6 71892 "18:05" 1085 "VM40-44" 77.24 "M" 6 "PB stays at 00:16:53" 55
"7" 7 1356156 "18:11" 1091 "VM40-44" 76.81 "M" 7 "PB stays at 00:17:48" 130
"8" 8 496294 "18:28" 1108 "SM25-29" 69.86 "M" 8 "PB stays at 00:17:37" 28
"9" 9 64194 "18:30" 1110 "VM45-49" 78.47 "M" 9 "PB stays at 00:18:07" 62
"10" 10 111432 "18:35" 1115 "VM45-49" 78.12 "M" 10 "PB stays at 00:18:20" 80
"11" 11 2417800 "18:40" 1120 "VM40-44" 74.82 "M" 11 "PB stays at 00:18:32" 34
"12" 12 366068 "18:48" 1128 "VM35-39" 72.07 "M" 12 "PB stays at 00:18:29" 243
"13" 13 1349552 "18:49" 1129 "JW11-14" 83.53 "F" 1 "PB stays at 00:18:00" 71
"14" 14 293823 "18:51" 1131 "VM35-39" 70.38 "M" 13 "PB stays at 00:17:56" 179
"15" 15 202581 "18:53" 1133 "VM45-49" 75.64 "M" 14 "PB stays at 00:17:13" 283
"16" 16 2390219 "18:54" 1134 "SM25-29" 68.25 "M" 15 "New PB!" 7
"17" 17 524919 "18:59" 1139 "VM50-54" 79.63 "M" 16 "First Timer!" 27
"18" 18 1567526 "19:01" 1141 "VM40-44" 72.83 "M" 17 "PB stays at 00:18:48" 46
"19" 19 192093 "19:04" 1144 "VM50-54" 77.97 "M" 18 "PB stays at 00:18:43" 82
"20" 20 156811 "19:05" 1145 "VM35-39" 70.48 "M" 19 "New PB!" 263
"21" 21 527805 "19:15" 1155 "VM35-39" 68.48 "M" 20 "PB stays at 00:18:42" 123
"22" 22 89446 "19:23" 1163 "SM25-29" 66.55 "M" 21 "First Timer!" 108
"23" 23 4041692 "19:25" 1165 "VM40-44" 70.3 "M" 22 "PB stays at 00:19:09" 6
"24" 24 4646568 "19:33" 1173 "SM20-24" 66.67 "M" 23 "New PB!" 2
"25" 25 75213 "19:35" 1175 "SM30-34" 66.38 "M" 24 "PB stays at 00:18:24" 65
"26" 26 NA NA NA NA NA NA NA NA NA
"27" 27 1954571 "19:39" 1179 "VM45-49" 73.88 "M" 26 "PB stays at 00:19:18" 84
"28" 28 2091446 "19:40" 1180 "SM25-29" 65.68 "M" 27 "PB stays at 00:19:35" 21
"29" 29 482472 "19:42" 1182 "VM45-49" 74.28 "M" 28 "PB stays at 00:19:12" 13
"30" 30 1376500 "19:43" 1183 "VM40-44" 69.74 "M" 29 "PB stays at 00:19:22" 54
"31" 31 1921757 "19:46" 1186 "VM55-59" 80.44 "M" 30 "New PB!" 68
"32" 32 901533 "19:52" 1192 "SM25-29" 65.02 "M" 31 "New PB!" 43
"33" 33 NA NA NA NA NA NA NA NA NA
"34" 34 1954870 "20:00" 1200 "VM45-49" 72.58 "M" 33 "PB stays at 00:19:34" 103
"35" 35 480909 "20:07" 1207 "VM40-44" 68.35 "M" 34 "PB stays at 00:18:40" 176
"36" 36 110998 "20:08" 1208 "VM35-39" 65.48 "M" 35 "PB stays at 00:17:25" 317
"37" 37 3901596 "20:09" 1209 "SM25-29" 64.02 "M" 36 "PB stays at 00:17:27" 45
"38" 38 2351473 "20:14" 1214 "JM15-17" 67.71 "M" 37 "New PB!" 10
"39" 39 791448 "20:16" 1216 "VM45-49" 69.98 "M" 38 "PB stays at 00:19:51" 113
"40" 40 342114 "20:25" 1225 "SM30-34" 63.35 "M" 39 "New PB!" 44
"41" 41 2647197 "20:28" 1228 "SM30-34" 63.36 "M" 40 "PB stays at 00:19:53" 21
"42" 42 311980 "20:31" 1231 "VM35-39" 66.04 "M" 41 "PB stays at 00:20:03" 19
"43" 43 601916 "20:42" 1242 "VM50-54" 73.03 "M" 42 "New PB!" 32
"44" 44 1756714 "20:45" 1245 "VM35-39" 64.82 "M" 43 "PB stays at 00:18:52" 101
"45" 45 334010 "20:48" 1248 "JM11-14" 68.19 "M" 44 "New PB!" 3
"46" 46 290090 "20:52" 1252 "VM60-64" 78.91 "M" 45 "PB stays at 00:20:16" 285
"47" 47 1711040 "20:53" 1253 "VM45-49" 68.95 "M" 46 "PB stays at 00:19:41" 39
"48" 48 2566726 "20:56" 1256 "VM45-49" 67.75 "M" 47 "New PB!" 13
"49" 49 3544211 "21:01" 1261 "SM30-34" 61.54 "M" 48 "First Timer!" 16
"50" 50 1011938 "21:05" 1265 "SM25-29" 61.19 "M" 49 "New PB!" 32
