"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 761621 "16:18" 978 "VM35-39" 82.52 "M" 1 "PB stays at 00:16:04" 55
"2" 2 54197 "16:23" 983 "VM40-44" 83.32 "M" 2 "New PB!" 133
"3" 3 146728 "16:26" 986 "VM40-44" 83.06 "M" 3 "New PB!" 63
"4" 4 NA NA NA NA NA NA NA NA NA
"5" 5 64194 "18:09" 1089 "VM45-49" 80.62 "M" 5 "PB stays at 00:18:07" 62
"6" 6 92911 "18:12" 1092 "VM45-49" 79.12 "M" 6 "First Timer!" 188
"7" 7 1853186 "18:19" 1099 "JM15-17" 73.7 "M" 7 "PB stays at 00:17:32" 78
"8" 8 1356156 "18:21" 1101 "VM40-44" 76.11 "M" 8 "PB stays at 00:17:48" 130
"9" 9 178237 "18:26" 1106 "SM25-29" 69.98 "M" 9 "PB stays at 00:18:13" 20
"10" 10 227058 "18:28" 1108 "SM30-34" 70.67 "M" 10 "New PB!" 55
"11" 11 194394 "18:38" 1118 "VM40-44" 74.96 "M" 11 "PB stays at 00:17:55" 193
"12" 12 293823 "18:57" 1137 "VM35-39" 70.45 "M" 12 "PB stays at 00:17:56" 179
"13" 13 229562 "18:59" 1139 "VM40-44" 74.1 "M" 13 "PB stays at 00:17:37" 144
"14" 14 334172 "18:59" 1139 "VM40-44" 73.57 "M" 14 "PB stays at 00:18:12" 106
"15" 15 442559 "19:04" 1144 "VM35-39" 69.14 "M" 15 "PB stays at 00:18:41" 57
"16" 16 598006 "19:05" 1145 "VM55-59" 81.22 "M" 16 "PB stays at 00:18:37" 69
"17" 17 4903473 "19:07" 1147 "SM30-34" 68 "M" 17 "New PB!" 9
"18" 18 1954860 "19:09" 1149 "JW11-14" 83.38 "F" 1 "PB stays at 00:18:34" 75
"19" 19 288662 "19:11" 1151 "VM35-39" 68.72 "M" 18 "PB stays at 00:18:45" 123
"20" 20 4964979 "19:12" 1152 "SM30-34" 67.36 "M" 19 "PB stays at 00:18:39" 11
"21" 21 527805 "19:14" 1154 "VM35-39" 68.98 "M" 20 "PB stays at 00:18:42" 123
"22" 22 NA NA NA NA NA NA NA NA NA
"23" 23 4326336 "19:24" 1164 "VM50-54" 76.63 "M" 22 "PB stays at 00:18:41" 13
"24" 24 575608 "19:24" 1164 "SW25-29" 76.29 "F" 2 "New PB!" 139
"25" 25 3976027 "19:25" 1165 "VM35-39" 69.27 "M" 23 "First Timer!" 11
"26" 26 1213505 "19:28" 1168 "SM25-29" 66.27 "M" 24 "First Timer!" 44
"27" 27 1954571 "19:29" 1169 "VM45-49" 74.51 "M" 25 "PB stays at 00:19:18" 84
"28" 28 110998 "19:31" 1171 "VM35-39" 67.98 "M" 26 "PB stays at 00:17:25" 317
"29" 29 1954870 "19:34" 1174 "VM45-49" 74.19 "M" 27 "New PB!" 103
"30" 30 1376500 "19:35" 1175 "VM40-44" 70.21 "M" 28 "PB stays at 00:19:22" 54
"31" 31 3931405 "19:38" 1178 "VM35-39" 68 "M" 29 "PB stays at 00:19:15" 24
"32" 32 839634 "19:40" 1180 "VM60-64" 83.73 "M" 30 "PB stays at 00:19:33" 9
"33" 33 2411827 "19:42" 1182 "VM50-54" 76.06 "M" 31 "PB stays at 00:19:02" 41
"34" 34 1840163 "19:56" 1196 "SM25-29" 64.72 "M" 32 "PB stays at 00:19:13" 70
"35" 35 1756714 "20:01" 1201 "VM35-39" 67.69 "M" 33 "PB stays at 00:18:52" 101
"36" 36 175658 "20:02" 1202 "VM45-49" 73.04 "M" 34 "PB stays at 00:19:53" 23
"37" 37 1711040 "20:12" 1212 "VM45-49" 71.86 "M" 35 "PB stays at 00:19:41" 39
"38" 38 1339451 "20:15" 1215 "VM45-49" 72.26 "M" 36 "PB stays at 00:19:55" 13
"39" 39 172485 "20:18" 1218 "JM11-14" 73.23 "M" 37 "PB stays at 00:20:09" 19
"40" 40 1229798 "20:19" 1219 "VM50-54" 73.17 "M" 38 "PB stays at 00:19:54" 48
"41" 41 71309 "20:21" 1221 "VW45-49" 78.05 "F" 3 "PB stays at 00:18:48" 127
"42" 42 50802 "20:24" 1224 "VM40-44" 66.91 "M" 39 "PB stays at 00:18:53" 181
"43" 43 94538 "20:25" 1225 "VM55-59" 77.88 "M" 40 "PB stays at 00:19:37" 123
"44" 44 110191 "20:26" 1226 "VM50-54" 74.55 "M" 41 "PB stays at 00:19:18" 327
"45" 45 1166389 "20:30" 1230 "VM45-49" 69.19 "M" 42 "PB stays at 00:20:03" 7
"46" 46 176911 "20:36" 1236 "VM60-64" 79.21 "M" 43 "PB stays at 00:19:55" 202
"47" 47 305057 "20:48" 1248 "VM35-39" 64.66 "M" 44 "New PB!" 199
"48" 48 4234011 "20:53" 1253 "VM35-39" 64.88 "M" 45 "First Timer!" 21
"49" 49 805256 "20:53" 1253 "SM30-34" 62.49 "M" 46 "PB stays at 00:19:35" 83
"50" 50 156273 "20:58" 1258 "VM40-44" 67.09 "M" 47 "PB stays at 00:18:27" 50
"51" 51 1695656 "21:02" 1262 "VM40-44" 66.88 "M" 48 "PB stays at 00:19:57" 38
"52" 52 3886500 "21:14" 1274 "SM25-29" 60.75 "M" 49 "First Timer!" 20
"53" 53 4435498 "21:15" 1275 "JM15-17" 64.47 "M" 50 "PB stays at 00:20:19" 14
"54" 54 109491 "21:15" 1275 "VW50-54" 78.9 "F" 4 "PB stays at 00:20:20" 272
"55" 55 219124 "21:15" 1275 "VM50-54" 69.41 "M" 51 "PB stays at 00:18:24" 307
"56" 56 1695409 "21:18" 1278 "VM40-44" 66.04 "M" 52 "PB stays at 00:19:00" 98
"57" 57 1480467 "21:22" 1282 "JM11-14" 67.86 "M" 53 "First Timer!" 138
"58" 58 543638 "21:23" 1283 "SM30-34" 61.03 "M" 54 "PB stays at 00:20:12" 26
"59" 59 2787859 "21:27" 1287 "VM35-39" 61.46 "M" 55 "New PB!" 31
"60" 60 194879 "21:29" 1289 "VM40-44" 65.01 "M" 56 "PB stays at 00:20:28" 83
"61" 61 1644797 "21:30" 1290 "VM40-44" 64.42 "M" 57 "PB stays at 00:21:21" 36
"62" 62 2632906 "21:34" 1294 "SM30-34" 60.28 "M" 58 "PB stays at 00:21:16" 37
"63" 63 755297 "21:34" 1294 "VM35-39" 61.51 "M" 59 "PB stays at 00:19:44" 97
"64" 64 1518846 "21:42" 1302 "SW25-29" 68.2 "F" 5 "First Timer!" 31
"65" 65 335368 "21:47" 1307 "VM40-44" 63.12 "M" 60 "PB stays at 00:19:52" 193
"66" 66 1921567 "21:50" 1310 "JM15-17" 62.75 "M" 61 "PB stays at 00:21:36" 40
"67" 67 353850 "21:51" 1311 "VM45-49" 66.97 "M" 62 "PB stays at 00:21:04" 114
"68" 68 2871951 "21:51" 1311 "VM45-49" 66.97 "M" 63 "PB stays at 00:20:36" 92
"69" 69 1690805 "21:55" 1315 "VM50-54" 69.51 "M" 64 "PB stays at 00:21:08" 117
"70" 70 25360 "21:56" 1316 "VM60-64" 75.08 "M" 65 "PB stays at 00:20:49" 187
"71" 71 4720775 "22:02" 1322 "SM25-29" 58.62 "M" 66 "First Timer!" 17
"72" 72 3914719 "22:03" 1323 "VM60-64" 72.71 "M" 67 "PB stays at 00:21:30" 24
"73" 73 1511999 "22:08" 1328 "VM50-54" 67.17 "M" 68 "PB stays at 00:19:29" 58
"74" 74 383727 "22:09" 1329 "VM50-54" 67.64 "M" 69 "PB stays at 00:20:14" 57
"75" 75 1480444 "22:10" 1330 "VM50-54" 68.2 "M" 70 "First Timer!" 130
"76" 76 1935620 "22:10" 1330 "VM35-39" 60.23 "M" 71 "PB stays at 00:18:53" 22
"77" 77 1935593 "22:10" 1330 "SM30-34" 58.87 "M" 72 "New PB!" 19
"78" 78 1728567 "22:12" 1332 "VM60-64" 74.85 "M" 73 "PB stays at 00:21:40" 91
"79" 79 5212361 "22:12" 1332 "SW18-19" 67.42 "F" 6 "First Timer!" 1
"80" 80 1348588 "22:17" 1337 "JM11-14" 68.66 "M" 74 "New PB!" 102
"81" 81 1515211 "22:18" 1338 "SM30-34" 58.15 "M" 75 "PB stays at 00:21:36" 49
"82" 82 1547842 "22:20" 1340 "VM40-44" 62.99 "M" 76 "PB stays at 00:21:03" 98
"83" 83 563897 "22:23" 1343 "VM45-49" 63.81 "M" 77 "PB stays at 00:21:09" 184
"84" 84 5199448 "22:24" 1344 "SM25-29" 57.59 "M" 78 "New PB!" 2
"85" 85 309969 "22:26" 1346 "VW45-49" 71.47 "F" 7 "PB stays at 00:21:36" 80
"86" 86 2921474 "22:27" 1347 "VM40-44" 62.66 "M" 79 "PB stays at 00:21:01" 44
"87" 87 1550054 "22:27" 1347 "SM30-34" 57.91 "M" 80 "PB stays at 00:21:50" 81
"88" 88 305093 "22:28" 1348 "VW35-39" 66.99 "F" 8 "First Timer!" 187
"89" 89 601916 "22:31" 1351 "VM50-54" 67.65 "M" 81 "PB stays at 00:20:10" 32
"90" 90 414450 "22:32" 1352 "VM65-69" 75.81 "M" 82 "PB stays at 00:21:37" 112
"91" 91 3446599 "22:38" 1358 "VM40-44" 62.15 "M" 83 "PB stays at 00:21:15" 17
"92" 92 NA NA NA NA NA NA NA NA NA
"93" 93 56219 "22:39" 1359 "VW50-54" 74.91 "F" 9 "PB stays at 00:22:39" 70
"94" 94 2881561 "22:41" 1361 "VM45-49" 64 "M" 85 "PB stays at 00:21:37" 19
"95" 95 4638075 "22:47" 1367 "VM45-49" 62.69 "M" 86 "PB stays at 00:22:31" 10
"96" 96 1182932 "22:51" 1371 "VM55-59" 67.25 "M" 87 "PB stays at 00:22:02" 6
"97" 97 2660448 "22:53" 1373 "JM11-14" 64.97 "M" 88 "PB stays at 00:22:28" 71
"98" 98 4969868 "22:56" 1376 "VM40-44" 60.9 "M" 89 "New PB!" 12
"99" 99 3282456 "23:00" 1380 "SM25-29" 56.09 "M" 90 "PB stays at 00:21:11" 27
"100" 100 603949 "23:01" 1381 "VM40-44" 61.12 "M" 91 "PB stays at 00:20:32" 52
"101" 101 1152441 "23:03" 1383 "SM30-34" 56.91 "M" 92 "PB stays at 00:21:32" 21
"102" 102 3598083 "23:04" 1384 "VM40-44" 60.98 "M" 93 "New PB!" 30
"103" 103 NA NA NA NA NA NA NA NA NA
"104" 104 173891 "23:09" 1389 "VM50-54" 64.22 "M" 95 "PB stays at 00:19:26" 66
"105" 105 3290312 "23:11" 1391 "VM60-64" 70.38 "M" 96 "PB stays at 00:21:36" 64
"106" 106 NA NA NA NA NA NA NA NA NA
"107" 107 636462 "23:19" 1399 "VM55-59" 68.19 "M" 98 "PB stays at 00:20:37" 92
"108" 108 63588 "23:22" 1402 "VW35-39" 64.19 "F" 10 "PB stays at 00:21:33" 60
"109" 109 774222 "23:23" 1403 "VM55-59" 65.72 "M" 99 "New PB!" 135
"110" 110 446242 "23:30" 1410 "VW35-39" 64.04 "F" 11 "New PB!" 46
"111" 111 2275106 "23:30" 1410 "JM11-14" 63.26 "M" 100 "First Timer!" 16
"112" 112 360166 "23:30" 1410 "VM50-54" 63.26 "M" 101 "PB stays at 00:22:58" 195
"113" 113 4884292 "23:31" 1411 "VM55-59" 65.91 "M" 102 "PB stays at 00:23:16" 20
"114" 114 182149 "23:32" 1412 "VM70-74" 76.84 "M" 103 "PB stays at 00:21:13" 193
"115" 115 2660453 "23:32" 1412 "VM55-59" 65.86 "M" 104 "PB stays at 00:22:49" 98
"116" 116 1139090 "23:33" 1413 "VW40-44" 65.82 "F" 12 "PB stays at 00:22:47" 190
"117" 117 1543565 "23:34" 1414 "VM45-49" 60.18 "M" 105 "PB stays at 00:20:18" 158
"118" 118 93852 "23:37" 1417 "VM35-39" 56.18 "M" 106 "PB stays at 00:20:29" 165
"119" 119 1079713 "23:39" 1419 "VM40-44" 59.48 "M" 107 "PB stays at 00:17:56" 100
"120" 120 1332340 "23:39" 1419 "SW30-34" 63 "F" 13 "New PB!" 18
"121" 121 598007 "23:40" 1420 "VW50-54" 73.59 "F" 14 "PB stays at 00:22:00" 127
"122" 122 531430 "23:44" 1424 "VM45-49" 60.67 "M" 108 "New PB!" 66
"123" 123 3335042 "23:47" 1427 "SM30-34" 54.52 "M" 109 "New PB!" 55
"124" 124 4702612 "23:55" 1435 "VM35-39" 56.66 "M" 110 "New PB!" 31
"125" 125 487460 "23:59" 1439 "SM20-24" 54 "M" 111 "PB stays at 00:20:18" 297
"126" 126 815753 "24:00" 1440 "VM45-49" 59.51 "M" 112 "PB stays at 00:20:37" 201
"127" 127 3423307 "24:05" 1445 "VM50-54" 61.73 "M" 113 "PB stays at 00:22:52" 58
"128" 128 3423400 "24:08" 1448 "VW40-44" 64.71 "F" 15 "PB stays at 00:22:27" 56
"129" 129 2085821 "24:08" 1448 "VM40-44" 58.29 "M" 114 "PB stays at 00:22:54" 19
"130" 130 49738 "24:10" 1450 "VM40-44" 56.48 "M" 115 "PB stays at 00:17:01" 77
"131" 131 360164 "24:13" 1453 "VW45-49" 66.21 "F" 16 "PB stays at 00:22:46" 184
"132" 132 1628029 "24:15" 1455 "VM50-54" 60.82 "M" 116 "First Timer!" 4
"133" 133 1119994 "24:16" 1456 "VM50-54" 61.26 "M" 117 "PB stays at 00:23:33" 143
"134" 134 3904275 "24:19" 1459 "VM50-54" 61.14 "M" 118 "PB stays at 00:23:14" 37
"135" 135 948371 "24:24" 1464 "VW50-54" 69.54 "F" 17 "First Timer!" 35
"136" 136 480909 "24:24" 1464 "VM40-44" 56.35 "M" 119 "PB stays at 00:18:40" 176
"137" 137 1968504 "24:36" 1476 "VM40-44" 55.89 "M" 120 "First Timer!" 79
"138" 138 1158136 "24:38" 1478 "VM55-59" 62.38 "M" 121 "PB stays at 00:22:53" 133
"139" 139 964392 "24:42" 1482 "VM50-54" 60.19 "M" 122 "PB stays at 00:21:08" 79
"140" 140 2730807 "24:43" 1483 "SM25-29" 52.19 "M" 123 "PB stays at 00:22:52" 77
"141" 141 990271 "24:45" 1485 "VM45-49" 58.18 "M" 124 "PB stays at 00:21:32" 42
"142" 142 265396 "24:47" 1487 "VM45-49" 59.05 "M" 125 "PB stays at 00:22:41" 252
"143" 143 4998122 "24:48" 1488 "VM50-54" 60.95 "M" 126 "PB stays at 00:24:40" 10
"144" 144 4014216 "24:49" 1489 "VM40-44" 55 "M" 127 "First Timer!" 1
"145" 145 4615953 "24:50" 1490 "VW40-44" 62.42 "F" 18 "New PB!" 11
"146" 146 5210119 "24:50" 1490 "VM55-59" 63.49 "M" 128 "First Timer!" 3
"147" 147 4099388 "24:51" 1491 "JW15-17" 60.83 "F" 19 "PB stays at 00:23:46" 29
"148" 148 4315587 "24:54" 1494 "VM45-49" 57.36 "M" 129 "PB stays at 00:23:29" 33
"149" 149 365700 "24:56" 1496 "JM11-14" 59.63 "M" 130 "New PB!" 16
"150" 150 649127 "24:57" 1497 "VM65-69" 68.47 "M" 131 "New PB!" 64
"151" 151 2806408 "24:58" 1498 "SM30-34" 51.94 "M" 132 "PB stays at 00:21:29" 39
"152" 152 460368 "24:58" 1498 "VM65-69" 68.42 "M" 133 "PB stays at 00:21:30" 161
"153" 153 889861 "24:59" 1499 "VM50-54" 60.51 "M" 134 "PB stays at 00:20:48" 201
"154" 154 2854352 "25:01" 1501 "VM50-54" 59.89 "M" 135 "PB stays at 00:22:34" 88
"155" 155 1177033 "25:04" 1504 "SW25-29" 59.04 "F" 20 "PB stays at 00:22:11" 108
"156" 156 311460 "25:05" 1505 "VM40-44" 56.08 "M" 136 "PB stays at 00:21:06" 108
"157" 157 827455 "25:05" 1505 "VM60-64" 65.65 "M" 137 "PB stays at 00:24:14" 87
"158" 158 246045 "25:06" 1506 "SW30-34" 59.03 "F" 21 "PB stays at 00:21:36" 28
"159" 159 4351024 "25:09" 1509 "VW50-54" 67.46 "F" 22 "New PB!" 23
"160" 160 3123193 "25:12" 1512 "VM40-44" 54.96 "M" 138 "PB stays at 00:22:36" 32
"161" 161 4863877 "25:13" 1513 "VM50-54" 60.41 "M" 139 "New PB!" 9
"162" 162 2920457 "25:15" 1515 "VM50-54" 58.42 "M" 140 "First Timer!" 15
"163" 163 5151576 "25:18" 1518 "SM25-29" 50.99 "M" 141 "New PB!" 10
"164" 164 483128 "25:20" 1520 "VM40-44" 55.13 "M" 142 "PB stays at 00:23:26" 21
"165" 165 4615984 "25:21" 1521 "VM45-49" 55.95 "M" 143 "New PB!" 12
"166" 166 202581 "25:22" 1522 "VM45-49" 56.77 "M" 144 "PB stays at 00:17:13" 283
"167" 167 1323123 "25:23" 1523 "VW45-49" 64.48 "F" 23 "PB stays at 00:24:08" 16
"168" 168 172552 "25:24" 1524 "VW50-54" 66.8 "F" 24 "PB stays at 00:24:40" 35
"169" 169 3544626 "25:25" 1525 "JM11-14" 60.2 "M" 145 "PB stays at 00:23:38" 30
"170" 170 2451206 "25:30" 1530 "VM45-49" 55.62 "M" 146 "New PB!" 24
"171" 171 4656773 "25:32" 1532 "SM30-34" 51.11 "M" 147 "First Timer!" 20
"172" 172 1610954 "25:33" 1533 "VW35-39" 58.71 "F" 25 "PB stays at 00:19:45" 33
"173" 173 2389183 "25:33" 1533 "VM60-64" 62.75 "M" 148 "PB stays at 00:23:22" 57
"174" 174 383892 "25:34" 1534 "SM30-34" 50.85 "M" 149 "PB stays at 00:19:12" 188
"175" 175 4150353 "25:34" 1534 "JM10" 66.56 "M" 150 "PB stays at 00:24:56" 27
"176" 176 523088 "25:35" 1535 "VM50-54" 58.57 "M" 151 "PB stays at 00:20:35" 112
"177" 177 1954565 "25:40" 1540 "VW45-49" 63.12 "F" 26 "PB stays at 00:24:32" 105
"178" 178 NA NA NA NA NA NA NA NA NA
"179" 179 2314893 "25:41" 1541 "VW45-49" 64.5 "F" 27 "PB stays at 00:23:35" 32
"180" 180 820282 "25:41" 1541 "VW50-54" 66.9 "F" 28 "PB stays at 00:23:57" 147
"181" 181 3790146 "25:42" 1542 "VW45-49" 64.46 "F" 29 "PB stays at 00:24:40" 52
"182" 182 1344117 "25:42" 1542 "SW25-29" 57.59 "F" 30 "First Timer!" 16
"183" 183 4932435 "25:43" 1543 "VM40-44" 53.86 "M" 153 "PB stays at 00:23:42" 14
"184" 184 406927 "25:44" 1544 "SM30-34" 50.97 "M" 154 "PB stays at 00:21:43" 152
"185" 185 769780 "25:45" 1545 "SM30-34" 50.36 "M" 155 "PB stays at 00:23:51" 108
"186" 186 3538612 "25:48" 1548 "VM65-69" 64.99 "M" 156 "PB stays at 00:23:58" 76
"187" 187 3596209 "25:49" 1549 "VM40-44" 54.1 "M" 157 "PB stays at 00:23:41" 2
"188" 188 1832688 "25:51" 1551 "VM55-59" 59.96 "M" 158 "PB stays at 00:23:20" 111
"189" 189 94393 "25:51" 1551 "VW45-49" 62.67 "F" 31 "PB stays at 00:24:14" 88
"190" 190 1926631 "25:52" 1552 "SM25-29" 49.94 "M" 159 "First Timer!" 23
"191" 191 5050609 "25:53" 1553 "VM55-59" 59.37 "M" 160 "PB stays at 00:25:05" 5
"192" 192 4767639 "25:53" 1553 "SM25-29" 49.84 "M" 161 "First Timer!" 17
"193" 193 1497901 "25:53" 1553 "VW35-39" 58.73 "F" 32 "PB stays at 00:25:12" 62
"194" 194 109795 "25:54" 1554 "SM25-29" 49.87 "M" 162 "PB stays at 00:24:33" 97
"195" 195 779238 "25:55" 1555 "VM50-54" 58.78 "M" 163 "PB stays at 00:21:56" 17
"196" 196 1865296 "25:56" 1556 "SW30-34" 57.2 "F" 33 "PB stays at 00:24:53" 93
"197" 197 4903625 "25:59" 1559 "JM10" 62.92 "M" 164 "First Timer!" 3
"198" 198 4805650 "25:59" 1559 "VM40-44" 52.53 "M" 165 "First Timer!" 3
"199" 199 1348584 "26:01" 1561 "JM11-14" 54.52 "M" 166 "New PB!" 52
"200" 200 245903 "26:03" 1563 "VW35-39" 58.09 "F" 34 "PB stays at 00:24:08" 103
"201" 201 2340915 "26:05" 1565 "VM55-59" 60.96 "M" 167 "PB stays at 00:23:49" 87
"202" 202 1808206 "26:06" 1566 "VW35-39" 58.24 "F" 35 "New PB!" 26
"203" 203 1256065 "26:10" 1570 "VW45-49" 62.55 "F" 36 "PB stays at 00:24:33" 18
"204" 204 1791684 "26:12" 1572 "VM45-49" 55.85 "M" 168 "First Timer!" 55
"205" 205 304438 "26:13" 1573 "VM35-39" 51.68 "M" 169 "PB stays at 00:24:18" 100
"206" 206 430265 "26:13" 1573 "SW30-34" 56.52 "F" 37 "PB stays at 00:24:07" 34
"207" 207 4965911 "26:16" 1576 "VM55-59" 60.03 "M" 170 "PB stays at 00:25:49" 7
"208" 208 1806022 "26:18" 1578 "VW45-49" 62.23 "F" 38 "PB stays at 00:25:04" 103
"209" 209 NA NA NA NA NA NA NA NA NA
"210" 210 4696977 "26:20" 1580 "VM50-54" 57.85 "M" 172 "New PB!" 7
"211" 211 NA NA NA NA NA NA NA NA NA
