"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"27" 27 814834 "19:51" 1191 "VM50-54" 76.15 "M" 27 "PB stays at 00:17:42" 181
"28" 28 4451910 "20:07" 1207 "SM30-34" 65.2 "M" 28 "PB stays at 00:19:37" 21
"29" 29 1756714 "20:10" 1210 "VM35-39" 67.19 "M" 29 "PB stays at 00:18:52" 101
"30" 30 111432 "20:12" 1212 "VM45-49" 71.86 "M" 30 "PB stays at 00:18:20" 80
"31" 31 1840163 "20:24" 1224 "SM25-29" 63.24 "M" 31 "PB stays at 00:19:13" 70
"32" 32 1711040 "20:25" 1225 "VM45-49" 71.1 "M" 32 "PB stays at 00:19:41" 39
"33" 33 3551081 "20:26" 1226 "SM30-34" 63.87 "M" 33 "New PB!" 2
"34" 34 1632244 "20:28" 1228 "JM11-14" 72.64 "M" 34 "PB stays at 00:20:20" 26
"35" 35 29229 "20:29" 1229 "VM50-54" 74.37 "M" 35 "PB stays at 00:19:50" 160
"36" 36 1695409 "20:31" 1231 "VM40-44" 68.56 "M" 36 "PB stays at 00:19:00" 98
"37" 37 4541577 "20:34" 1234 "SM30-34" 62.88 "M" 37 "PB stays at 00:19:05" 7
"38" 38 192093 "20:38" 1238 "VM50-54" 72.62 "M" 38 "PB stays at 00:18:43" 82
"39" 39 249273 "20:38" 1238 "VM40-44" 66.64 "M" 39 "First Timer!" 73
"40" 40 85259 "20:43" 1243 "VW35-39" 72.16 "F" 1 "PB stays at 00:19:14" 62
"41" 41 1255126 "20:55" 1255 "VW45-49" 76.65 "F" 2 "First Timer!" 11
"42" 42 2342906 "21:33" 1293 "VM50-54" 68.45 "M" 40 "New PB!" 5
"43" 43 928503 "21:35" 1295 "SM30-34" 60.77 "M" 41 "New PB!" 26
"44" 44 NA NA NA NA NA NA NA NA NA
"45" 45 605574 "21:46" 1306 "VM35-39" 60.95 "M" 43 "PB stays at 00:20:04" 21
"46" 46 NA NA NA NA NA NA NA NA NA
"47" 47 3548222 "21:46" 1306 "SM25-29" 59.34 "M" 45 "PB stays at 00:21:39" 5
"48" 48 194879 "21:48" 1308 "VM40-44" 64.07 "M" 46 "PB stays at 00:20:28" 83
"49" 49 4453389 "21:58" 1318 "VM35-39" 61.23 "M" 47 "PB stays at 00:19:52" 23
"50" 50 653662 "22:00" 1320 "VM45-49" 64.92 "M" 48 "PB stays at 00:21:30" 161
"51" 51 5385112 "22:03" 1323 "VM45-49" 65.31 "M" 49 "First Timer!" 1
"52" 52 4281066 "22:04" 1324 "SM25-29" 58.46 "M" 50 "PB stays at 00:21:16" 6
"53" 53 NA NA NA NA NA NA NA NA NA
"54" 54 1728567 "22:08" 1328 "VM60-64" 75.08 "M" 52 "PB stays at 00:21:40" 91
"55" 55 2804648 "22:13" 1333 "SM30-34" 58.36 "M" 53 "PB stays at 00:21:51" 6
"56" 56 NA NA NA NA NA NA NA NA NA
"57" 57 326506 "22:18" 1338 "VM55-59" 69.51 "M" 55 "PB stays at 00:19:38" 75
"58" 58 373694 "22:24" 1344 "SW25-29" 66.07 "F" 3 "First Timer!" 3
"59" 59 191160 "22:25" 1345 "VM45-49" 63.72 "M" 56 "PB stays at 00:20:54" 22
"60" 60 572919 "22:26" 1346 "VM35-39" 59.96 "M" 57 "PB stays at 00:21:00" 169
"61" 61 5324644 "22:29" 1349 "VM35-39" 60.27 "M" 58 "New PB!" 2
"62" 62 51656 "22:30" 1350 "SW30-34" 66.22 "F" 4 "PB stays at 00:20:24" 68
"63" 63 1256926 "22:36" 1356 "VM35-39" 59.07 "M" 59 "New PB!" 16
"64" 64 205155 "22:44" 1364 "VM35-39" 59.16 "M" 60 "New PB!" 180
"65" 65 922150 "22:49" 1369 "VM40-44" 61.21 "M" 61 "PB stays at 00:20:34" 80
"66" 66 2871951 "22:50" 1370 "VM45-49" 64.09 "M" 62 "PB stays at 00:20:36" 92
"67" 67 594810 "22:56" 1376 "VW50-54" 74.93 "F" 5 "PB stays at 00:21:56" 69
"68" 68 335368 "22:58" 1378 "VM40-44" 59.87 "M" 63 "PB stays at 00:19:52" 193
"69" 69 177462 "22:59" 1379 "JM11-14" 64.68 "M" 64 "PB stays at 00:21:44" 25
"70" 70 2936416 "22:59" 1379 "VM50-54" 65.77 "M" 65 "PB stays at 00:20:25" 52
"71" 71 634609 "23:04" 1384 "SM30-34" 56.36 "M" 66 "New PB!" 7
"72" 72 4638075 "23:06" 1386 "VM45-49" 61.83 "M" 67 "PB stays at 00:22:31" 10
"73" 73 69092 "23:07" 1387 "VM45-49" 62.29 "M" 68 "PB stays at 00:20:48" 279
"74" 74 1550054 "23:09" 1389 "SM30-34" 56.16 "M" 69 "PB stays at 00:21:50" 81
"75" 75 869808 "23:14" 1394 "VM50-54" 63.49 "M" 70 "PB stays at 00:22:37" 191
"76" 76 5265152 "23:17" 1397 "SM25-29" 55.48 "M" 71 "New PB!" 3
"77" 77 93852 "23:17" 1397 "VM35-39" 56.98 "M" 72 "PB stays at 00:20:29" 165
"78" 78 1991150 "23:23" 1403 "VW45-49" 70.85 "F" 6 "First Timer!" 2
"79" 79 2512264 "23:24" 1404 "JW10" 72.93 "F" 7 "New PB!" 45
"80" 80 2890152 "23:25" 1405 "VM40-44" 58.72 "M" 73 "PB stays at 00:20:26" 23
"81" 81 4972223 "23:26" 1406 "SM25-29" 55.05 "M" 74 "PB stays at 00:22:28" 11
"82" 82 2861542 "23:37" 1417 "SM30-34" 54.76 "M" 75 "PB stays at 00:19:32" 106
"83" 83 964392 "23:40" 1420 "VM50-54" 62.82 "M" 76 "PB stays at 00:21:08" 79
"84" 84 598007 "23:42" 1422 "VW50-54" 73.49 "F" 8 "PB stays at 00:22:00" 127
"85" 85 636462 "23:43" 1423 "VM55-59" 67.04 "M" 77 "PB stays at 00:20:37" 92
"86" 86 NA NA NA NA NA NA NA NA NA
"87" 87 1177033 "23:47" 1427 "SW25-29" 62.23 "F" 9 "PB stays at 00:22:11" 108
"88" 88 4739224 "23:49" 1429 "SM30-34" 54.79 "M" 79 "PB stays at 00:22:04" 7
"89" 89 571183 "23:51" 1431 "VM40-44" 58.56 "M" 80 "PB stays at 00:21:19" 14
"90" 90 3123193 "23:51" 1431 "VM40-44" 58.07 "M" 81 "PB stays at 00:22:36" 32
"91" 91 3102351 "23:52" 1432 "VM45-49" 59.43 "M" 82 "PB stays at 00:23:49" 29
"92" 92 3497114 "23:52" 1432 "VM35-39" 55.94 "M" 83 "PB stays at 00:21:35" 28
"93" 93 197392 "23:53" 1433 "VM45-49" 60.78 "M" 84 "PB stays at 00:21:38" 21
"94" 94 4884292 "23:54" 1434 "VM55-59" 64.85 "M" 85 "PB stays at 00:23:16" 20
"95" 95 3160794 "23:55" 1435 "SM25-29" 53.94 "M" 86 "PB stays at 00:22:47" 44
"96" 96 NA NA NA NA NA NA NA NA NA
"97" 97 4903473 "23:59" 1439 "SM30-34" 54.2 "M" 88 "PB stays at 00:18:53" 9
"98" 98 3423307 "23:59" 1439 "VM50-54" 61.99 "M" 89 "PB stays at 00:22:52" 58
"99" 99 3423400 "24:00" 1440 "VW40-44" 65.07 "F" 10 "PB stays at 00:22:27" 56
"100" 100 3335042 "24:00" 1440 "SM30-34" 54.03 "M" 90 "PB stays at 00:23:27" 55
"101" 101 815753 "24:01" 1441 "VM45-49" 59.47 "M" 91 "PB stays at 00:20:37" 201
"102" 102 3951203 "24:03" 1443 "VM35-39" 55.16 "M" 92 "PB stays at 00:23:33" 13
"103" 103 4932435 "24:04" 1444 "VM40-44" 58.03 "M" 93 "PB stays at 00:23:42" 14
"104" 104 404054 "24:08" 1448 "VM40-44" 57.39 "M" 94 "PB stays at 00:21:51" 122
"105" 105 2761963 "24:09" 1449 "VM40-44" 57.83 "M" 95 "PB stays at 00:20:22" 59
"106" 106 272309 "24:10" 1450 "VM55-59" 63.59 "M" 96 "PB stays at 00:21:51" 132
"107" 107 1467026 "24:14" 1454 "VM50-54" 62.86 "M" 97 "PB stays at 00:23:34" 31
"108" 108 4245930 "24:15" 1455 "VW45-49" 66.12 "F" 11 "PB stays at 00:24:04" 24
"109" 109 412076 "24:15" 1455 "VM45-49" 59.86 "M" 98 "PB stays at 00:22:35" 20
"110" 110 3538612 "24:17" 1457 "VM65-69" 69.05 "M" 99 "PB stays at 00:23:58" 76
"111" 111 265396 "24:18" 1458 "VM45-49" 60.22 "M" 100 "PB stays at 00:22:41" 252
"112" 112 4315587 "24:19" 1459 "VM45-49" 58.74 "M" 101 "PB stays at 00:23:29" 33
"113" 113 372610 "24:27" 1467 "VM45-49" 59.37 "M" 102 "PB stays at 00:20:53" 106
"114" 114 264985 "24:29" 1469 "VM60-64" 65.49 "M" 103 "PB stays at 00:20:34" 83
"115" 115 221943 "24:30" 1470 "VM50-54" 61.7 "M" 104 "PB stays at 00:23:23" 143
"116" 116 3904275 "24:33" 1473 "VM50-54" 60.56 "M" 105 "PB stays at 00:23:14" 37
"117" 117 3854436 "24:34" 1474 "SW18-19" 60.45 "F" 12 "New PB!" 30
"118" 118 4099388 "24:36" 1476 "JW15-17" 61.45 "F" 13 "PB stays at 00:23:46" 29
"119" 119 2789869 "24:37" 1477 "VM55-59" 63.51 "M" 106 "PB stays at 00:22:30" 57
"120" 120 5358594 "24:41" 1481 "SM30-34" 52.53 "M" 107 "First Timer!" 2
"121" 121 957451 "24:45" 1485 "VM45-49" 58.18 "M" 108 "PB stays at 00:22:07" 82
"122" 122 5312140 "24:47" 1487 "VM45-49" 58.57 "M" 109 "New PB!" 4
"123" 123 5392627 "24:52" 1492 "SM20-24" 51.88 "M" 110 "First Timer!" 1
"124" 124 311460 "24:57" 1497 "VM40-44" 56.38 "M" 111 "PB stays at 00:21:06" 108
"125" 125 4615953 "24:59" 1499 "VW40-44" 62.04 "F" 14 "PB stays at 00:24:50" 11
"126" 126 2730807 "25:01" 1501 "SM25-29" 51.57 "M" 112 "PB stays at 00:22:52" 77
"127" 127 1066478 "25:04" 1504 "VM35-39" 53.26 "M" 113 "PB stays at 00:22:48" 55
"128" 128 2924364 "25:06" 1506 "VM35-39" 52.52 "M" 114 "PB stays at 00:23:25" 13
"129" 129 248256 "25:06" 1506 "VM65-69" 69.46 "M" 115 "PB stays at 00:21:13" 95
"130" 130 1954565 "25:07" 1507 "VW45-49" 65.16 "F" 15 "PB stays at 00:24:32" 105
"131" 131 2681321 "25:08" 1508 "VM35-39" 52.45 "M" 116 "PB stays at 00:23:08" 29
"132" 132 5077244 "25:12" 1512 "VM45-49" 58.07 "M" 117 "New PB!" 6
"133" 133 4947342 "25:13" 1513 "SM20-24" 51.16 "M" 118 "New PB!" 8
"134" 134 1333741 "25:14" 1514 "VM40-44" 55.35 "M" 119 "PB stays at 00:24:01" 81
"135" 135 4119137 "25:15" 1515 "VM40-44" 55.31 "M" 120 "PB stays at 00:22:27" 18
"136" 136 4702612 "25:15" 1515 "VM35-39" 53.66 "M" 121 "PB stays at 00:23:55" 31
"137" 137 2451206 "25:16" 1516 "VM45-49" 56.13 "M" 122 "PB stays at 00:24:47" 24
"138" 138 1120253 "25:17" 1517 "JM11-14" 57.35 "M" 123 "PB stays at 00:22:01" 10
"139" 139 2712597 "25:17" 1517 "JW11-14" 62.16 "F" 16 "First Timer!" 3
"140" 140 790465 "25:18" 1518 "VM40-44" 55.2 "M" 124 "PB stays at 00:24:03" 97
"141" 141 3800035 "25:18" 1518 "SM30-34" 51.58 "M" 125 "PB stays at 00:22:45" 4
"142" 142 94286 "25:19" 1519 "VM50-54" 60.17 "M" 126 "PB stays at 00:23:04" 182
"143" 143 1651224 "25:20" 1520 "VM50-54" 59.67 "M" 127 "PB stays at 00:23:56" 122
"144" 144 1943144 "25:25" 1525 "SW20-24" 58.23 "F" 17 "PB stays at 00:23:23" 31
"145" 145 4615984 "25:29" 1529 "VM45-49" 55.66 "M" 128 "PB stays at 00:25:21" 12
"146" 146 3189889 "25:31" 1531 "VM60-64" 62.83 "M" 129 "First Timer!" 86
"147" 147 4351024 "25:31" 1531 "VW50-54" 66.49 "F" 18 "PB stays at 00:25:09" 23
"148" 148 2528442 "25:32" 1532 "SM30-34" 50.78 "M" 130 "PB stays at 00:19:25" 15
"149" 149 1832688 "25:33" 1533 "VM55-59" 61.19 "M" 131 "PB stays at 00:23:20" 111
"150" 150 314431 "25:35" 1535 "VW50-54" 68.08 "F" 19 "PB stays at 00:22:22" 126
"151" 151 891192 "25:37" 1537 "JM15-17" 53.48 "M" 132 "PB stays at 00:24:38" 16
"152" 152 3525548 "25:38" 1538 "VM50-54" 57.54 "M" 133 "PB stays at 00:23:40" 43
"153" 153 75452 "25:38" 1538 "VW35-39" 58.71 "F" 20 "PB stays at 00:23:02" 128
"154" 154 1182942 "25:38" 1538 "VM50-54" 59.43 "M" 134 "PB stays at 00:24:41" 83
"155" 155 386855 "25:40" 1540 "VM45-49" 57.01 "M" 135 "PB stays at 00:21:33" 159
"156" 156 889861 "25:44" 1544 "VM50-54" 58.74 "M" 136 "PB stays at 00:20:48" 201
"157" 157 4001309 "25:47" 1547 "VM50-54" 57.66 "M" 137 "PB stays at 00:24:36" 21
"158" 158 5129859 "25:47" 1547 "SW20-24" 57.4 "F" 21 "PB stays at 00:25:30" 9
"159" 159 1647554 "25:47" 1547 "VM35-39" 51.45 "M" 138 "First Timer!" 13
"160" 160 5324488 "25:53" 1553 "JM11-14" 56.02 "M" 139 "New PB!" 2
"161" 161 3995644 "25:54" 1554 "VW50-54" 66.34 "F" 22 "PB stays at 00:24:55" 20
"162" 162 176933 "25:55" 1555 "VM55-59" 60.84 "M" 140 "PB stays at 00:25:10" 46
"163" 163 1552500 "25:56" 1556 "VM35-39" 52.25 "M" 141 "PB stays at 00:21:39" 23
"164" 164 5137497 "25:59" 1559 "VM35-39" 51.06 "M" 142 "New PB!" 3
"165" 165 2096524 "26:04" 1564 "VM50-54" 57.99 "M" 143 "PB stays at 00:24:15" 48
"166" 166 4660974 "26:04" 1564 "JM10" 60.55 "M" 144 "PB stays at 00:25:12" 18
"167" 167 3981620 "26:05" 1565 "VM40-44" 52.33 "M" 145 "PB stays at 00:20:54" 22
"168" 168 3790146 "26:06" 1566 "VW45-49" 63.47 "F" 23 "PB stays at 00:24:40" 52
"169" 169 316148 "26:07" 1567 "VW35-39" 57.95 "F" 24 "New PB!" 4
"170" 170 156233 "26:09" 1569 "SM30-34" 50.16 "M" 146 "PB stays at 00:21:18" 12
"171" 171 3419025 "26:16" 1576 "VM55-59" 59.52 "M" 147 "First Timer!" 54
"172" 172 1002024 "26:16" 1576 "VM50-54" 56.15 "M" 148 "PB stays at 00:23:23" 104
"173" 173 989376 "26:18" 1578 "VM45-49" 53.93 "M" 149 "PB stays at 00:24:34" 18
"174" 174 2558688 "26:24" 1584 "VM40-44" 52.9 "M" 150 "PB stays at 00:25:10" 9
"175" 175 4863877 "26:25" 1585 "VM50-54" 57.67 "M" 151 "PB stays at 00:24:26" 9
"176" 176 162394 "26:26" 1586 "VW40-44" 59.52 "F" 25 "New PB!" 53
"177" 177 869302 "26:29" 1589 "VW50-54" 63.31 "F" 26 "PB stays at 00:26:04" 177
"178" 178 5151576 "26:34" 1594 "SM25-29" 48.56 "M" 152 "PB stays at 00:23:50" 10
"179" 179 524501 "26:37" 1597 "JW11-14" 62.49 "F" 27 "PB stays at 00:26:08" 8
"180" 180 1970280 "26:41" 1601 "VW40-44" 58.53 "F" 28 "PB stays at 00:25:22" 87
"181" 181 1543063 "26:43" 1603 "VM45-49" 53.09 "M" 153 "PB stays at 00:23:27" 162
"182" 182 306562 "26:44" 1604 "VM70-74" 66.77 "M" 154 "PB stays at 00:23:15" 22
"183" 183 3883647 "26:45" 1605 "VM45-49" 54.7 "M" 155 "PB stays at 00:25:26" 44
"184" 184 NA NA NA NA NA NA NA NA NA
"185" 185 464176 "26:46" 1606 "VM50-54" 55.54 "M" 157 "PB stays at 00:24:05" 107
"186" 186 5285705 "26:50" 1610 "VM35-39" 50.5 "M" 158 "New PB!" 3
"187" 187 5387917 "26:51" 1611 "SM25-29" 48.04 "M" 159 "First Timer!" 1
"188" 188 2340915 "26:58" 1618 "VM55-59" 58.96 "M" 160 "PB stays at 00:23:49" 87
"189" 189 827455 "26:59" 1619 "VM60-64" 61.03 "M" 161 "PB stays at 00:24:14" 87
"190" 190 NA NA NA NA NA NA NA NA NA
"191" 191 3854431 "27:04" 1624 "SM18-19" 49.26 "M" 163 "PB stays at 00:21:13" 35
"192" 192 5345878 "27:05" 1625 "SW25-29" 54.65 "F" 29 "First Timer!" 1
"193" 193 1910857 "27:09" 1629 "VM60-64" 60.65 "M" 164 "PB stays at 00:26:12" 144
"194" 194 2287527 "27:13" 1633 "VM35-39" 48.74 "M" 165 "PB stays at 00:24:31" 9
"195" 195 1858026 "27:13" 1633 "SM25-29" 47.4 "M" 166 "PB stays at 00:21:33" 78
"196" 196 3937672 "27:20" 1640 "VM60-64" 58.66 "M" 167 "PB stays at 00:25:23" 33
"197" 197 312554 "27:22" 1642 "VW35-39" 54.99 "F" 30 "PB stays at 00:24:23" 86
"198" 198 5321003 "27:23" 1643 "SW30-34" 54.17 "F" 31 "New PB!" 2
"199" 199 3429806 "27:24" 1644 "JW10" 64.05 "F" 32 "PB stays at 00:26:35" 12
"200" 200 3429793 "27:25" 1645 "VM50-54" 53.8 "M" 168 "PB stays at 00:21:37" 21
"201" 201 1924150 "27:26" 1646 "VW40-44" 57.35 "F" 33 "PB stays at 00:26:38" 23
"202" 202 5394473 "27:27" 1647 "SM30-34" 47.78 "M" 169 "First Timer!" 1
"203" 203 4260395 "27:28" 1648 "VM45-49" 53.28 "M" 170 "PB stays at 00:25:14" 11
"204" 204 82161 "27:29" 1649 "SM20-24" 46.94 "M" 171 "PB stays at 00:22:07" 16
"205" 205 4872866 "27:32" 1652 "VM35-39" 47.88 "M" 172 "PB stays at 00:27:05" 13
"206" 206 2843448 "27:33" 1653 "SW30-34" 53.72 "F" 34 "PB stays at 00:26:18" 53
"207" 207 4316028 "27:34" 1654 "SM30-34" 47.16 "M" 173 "PB stays at 00:24:31" 3
"208" 208 2903973 "27:35" 1655 "VM45-49" 52.63 "M" 174 "PB stays at 00:24:21" 7
"209" 209 524519 "27:38" 1658 "VW40-44" 56.09 "F" 35 "First Timer!" 2
"210" 210 2881450 "27:39" 1659 "VW40-44" 56.9 "F" 36 "New PB!" 7
"211" 211 757280 "27:49" 1669 "VW45-49" 57.64 "F" 37 "PB stays at 00:27:15" 88
"212" 212 5015009 "27:50" 1670 "JM10" 61.14 "M" 175 "PB stays at 00:27:31" 2
"213" 213 5005124 "27:52" 1672 "VM35-39" 47.61 "M" 176 "PB stays at 00:23:20" 7
"214" 214 1954341 "27:55" 1675 "VW35-39" 54.45 "F" 38 "New PB!" 13
"215" 215 2304233 "27:56" 1676 "VM55-59" 56.44 "M" 177 "PB stays at 00:24:51" 141
"216" 216 4557651 "27:57" 1677 "VM45-49" 51.94 "M" 178 "PB stays at 00:27:57" 12
"217" 217 2560284 "27:58" 1678 "VM55-59" 55.9 "M" 179 "PB stays at 00:25:41" 103
"218" 218 667553 "27:59" 1679 "VM45-49" 51.88 "M" 180 "PB stays at 00:27:46" 8
"219" 219 194163 "28:04" 1684 "VW45-49" 57.72 "F" 39 "PB stays at 00:26:58" 58
"220" 220 363038 "28:07" 1687 "VW35-39" 54.06 "F" 40 "PB stays at 00:25:12" 118
"221" 221 95921 "28:07" 1687 "VW50-54" 61.94 "F" 41 "PB stays at 00:28:05" 49
"222" 222 1684341 "28:08" 1688 "VM55-59" 55.09 "M" 181 "PB stays at 00:25:05" 87
"223" 223 2980904 "28:09" 1689 "VM40-44" 49.2 "M" 182 "PB stays at 00:24:38" 56
"224" 224 472250 "28:10" 1690 "VM55-59" 54.56 "M" 183 "PB stays at 00:23:08" 200
"225" 225 5137656 "28:11" 1691 "VM40-44" 49.56 "M" 184 "PB stays at 00:26:57" 5
"226" 226 2512268 "28:13" 1693 "VW40-44" 54.93 "F" 42 "PB stays at 00:27:21" 71
"227" 227 2861327 "28:14" 1694 "VW50-54" 60.86 "F" 43 "New PB!" 58
"228" 228 1481558 "28:15" 1695 "VW45-49" 57.35 "F" 44 "New PB!" 61
"229" 229 2916844 "28:15" 1695 "VM45-49" 50.97 "M" 185 "New PB!" 9
"230" 230 475346 "28:16" 1696 "VM65-69" 59.32 "M" 186 "PB stays at 00:25:57" 188
"231" 231 2876819 "28:16" 1696 "VW55-59" 66.75 "F" 45 "New PB!" 6
"232" 232 4683028 "28:17" 1697 "VM35-39" 47.91 "M" 187 "New PB!" 7
"233" 233 338998 "28:18" 1698 "VW40-44" 54.36 "F" 46 "PB stays at 00:25:50" 3
"234" 234 1632232 "28:20" 1700 "VW35-39" 53.41 "F" 47 "New PB!" 30
"235" 235 4953485 "28:21" 1701 "SW25-29" 52.2 "F" 48 "PB stays at 00:28:06" 8
"236" 236 129978 "28:22" 1702 "VW35-39" 53.35 "F" 49 "PB stays at 00:25:06" 58
"237" 237 3187601 "28:23" 1703 "VM35-39" 46.74 "M" 188 "PB stays at 00:25:51" 27
"238" 238 1982227 "28:24" 1704 "SM30-34" 45.54 "M" 189 "PB stays at 00:24:25" 17
"239" 239 NA NA NA NA NA NA NA NA NA
"240" 240 208696 "28:27" 1707 "VM45-49" 50.21 "M" 191 "PB stays at 00:27:25" 89
"241" 241 936235 "28:27" 1707 "VW60-64" 67.25 "F" 50 "PB stays at 00:26:58" 200
"242" 242 262913 "28:28" 1708 "SW30-34" 51.99 "F" 51 "PB stays at 00:26:06" 57
"243" 243 4198738 "28:28" 1708 "SW30-34" 52.22 "F" 52 "New PB!" 17
"244" 244 5377932 "28:29" 1709 "VW35-39" 53.36 "F" 53 "First Timer!" 1
"245" 245 470451 "28:30" 1710 "VM45-49" 51.35 "M" 192 "PB stays at 00:24:06" 28
"246" 246 482981 "28:31" 1711 "SW30-34" 51.96 "F" 54 "PB stays at 00:24:14" 46
"247" 247 94393 "28:31" 1711 "VW45-49" 57.39 "F" 55 "PB stays at 00:24:14" 88
"248" 248 422915 "28:32" 1712 "VW40-44" 55.14 "F" 56 "First Timer!" 232
"249" 249 2960698 "28:32" 1712 "VM70-74" 61.8 "M" 193 "PB stays at 00:28:28" 61
"250" 250 1877773 "28:32" 1712 "VW40-44" 53.91 "F" 57 "PB stays at 00:26:31" 46
"251" 251 524635 "28:33" 1713 "VW50-54" 59.43 "F" 58 "PB stays at 00:27:49" 33
"252" 252 4412253 "28:34" 1714 "VM45-49" 51.23 "M" 194 "PB stays at 00:26:56" 10
"253" 253 5176441 "28:37" 1717 "VM60-64" 57.54 "M" 195 "New PB!" 3
"254" 254 955974 "28:39" 1719 "VM50-54" 52.76 "M" 196 "PB stays at 00:25:38" 174
"255" 255 1197877 "28:39" 1719 "VW40-44" 53.69 "F" 59 "PB stays at 00:24:53" 93
"256" 256 862002 "28:40" 1720 "VW45-49" 56.51 "F" 60 "PB stays at 00:26:13" 29
"257" 257 1395305 "28:42" 1722 "VM50-54" 51.39 "M" 197 "PB stays at 00:24:05" 66
"258" 258 5185673 "28:43" 1723 "VM45-49" 50.96 "M" 198 "First Timer!" 2
"259" 259 NA NA NA NA NA NA NA NA NA
"260" 260 5353443 "28:46" 1726 "JM15-17" 46.93 "M" 200 "First Timer!" 1
"261" 261 334656 "28:49" 1729 "VW40-44" 53.38 "F" 61 "PB stays at 00:27:51" 79
"262" 262 3414720 "28:50" 1730 "VW45-49" 57.46 "F" 62 "PB stays at 00:24:10" 60
"263" 263 NA NA NA NA NA NA NA NA NA
"264" 264 4309961 "28:51" 1731 "VW40-44" 54.53 "F" 63 "PB stays at 00:27:28" 32
"265" 265 1887270 "28:52" 1732 "VM35-39" 45.96 "M" 202 "New PB!" 3
"266" 266 231704 "28:54" 1734 "VW50-54" 58.71 "F" 64 "PB stays at 00:25:43" 193
"267" 267 5279244 "28:56" 1736 "JW11-14" 55.18 "F" 65 "New PB!" 3
"268" 268 5275772 "28:57" 1737 "VM40-44" 48.24 "M" 203 "New PB!" 4
"269" 269 2895307 "28:59" 1739 "SM30-34" 44.85 "M" 204 "PB stays at 00:26:46" 39
"270" 270 343952 "29:05" 1745 "VM65-69" 57.65 "M" 205 "PB stays at 00:25:59" 4
"271" 271 5274954 "29:06" 1746 "VM40-44" 48 "M" 206 "New PB!" 3
"272" 272 183521 "29:07" 1747 "VM75-79" 65.08 "M" 207 "PB stays at 00:24:19" 150
"273" 273 284635 "29:11" 1751 "VM40-44" 46.77 "M" 208 "PB stays at 00:24:36" 164
"274" 274 NA NA NA NA NA NA NA NA NA
"275" 275 4482514 "29:15" 1755 "SW30-34" 50.94 "F" 66 "PB stays at 00:27:58" 31
"276" 276 695055 "29:16" 1756 "JW11-14" 55.64 "F" 67 "PB stays at 00:28:54" 49
"277" 277 2366670 "29:17" 1757 "VM50-54" 52.02 "M" 210 "PB stays at 00:26:55" 97
"278" 278 3064853 "29:18" 1758 "VM55-59" 54.27 "M" 211 "First Timer!" 14
