"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 3400160 "17:42" 1062 "VM50-54" 83.33 "M" 1 "First Timer!" 3
"2" 2 71892 "18:03" 1083 "VM40-44" 77.38 "M" 2 "PB stays at 00:16:53" 55
"3" 3 1389970 "18:23" 1103 "SM25-29" 70.17 "M" 3 "New PB!" 23
"4" 4 814834 "18:32" 1112 "VM50-54" 81.56 "M" 4 "PB stays at 00:17:42" 181
"5" 5 94703 "18:36" 1116 "VM55-59" 83.33 "M" 5 "PB stays at 00:18:20" 82
"6" 6 192093 "18:43" 1123 "VM50-54" 80.05 "M" 6 "New PB!" 82
"7" 7 3252432 "18:44" 1124 "SM30-34" 69.22 "M" 7 "First Timer!" 19
"8" 8 1560623 "19:03" 1143 "SM30-34" 68.24 "M" 8 "New PB!" 35
"9" 9 331893 "19:06" 1146 "VM35-39" 69.46 "M" 9 "PB stays at 00:18:42" 32
"10" 10 303812 "19:07" 1147 "SM30-34" 68.61 "M" 10 "New PB!" 61
"11" 11 2831713 "19:07" 1147 "SM20-24" 67.48 "M" 11 "First Timer!" 5
"12" 12 1818900 "19:13" 1153 "SM30-34" 68.26 "M" 12 "New PB!" 86
"13" 13 1791342 "19:21" 1161 "VM35-39" 68.13 "M" 13 "PB stays at 00:19:06" 12
"14" 14 524919 "19:30" 1170 "VM50-54" 77.52 "M" 14 "PB stays at 00:18:55" 27
"15" 15 1567526 "19:33" 1173 "VM40-44" 71.44 "M" 15 "PB stays at 00:18:48" 46
"16" 16 2091446 "19:35" 1175 "SM25-29" 65.96 "M" 16 "New PB!" 21
"17" 17 3698891 "19:42" 1182 "JM11-14" 75.47 "M" 17 "New PB!" 5
"18" 18 2831880 "19:48" 1188 "VM35-39" 68.43 "M" 18 "PB stays at 00:19:16" 49
"19" 19 NA NA NA NA NA NA NA NA NA
"20" 20 1111699 "20:04" 1204 "VM35-39" 67.52 "M" 20 "PB stays at 00:19:23" 81
