"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 839403 "17:03" 1023 "VM35-39" 79.47 "M" 1 "New PB!" 40
"2" 2 71892 "17:18" 1038 "VM40-44" 80.73 "M" 2 "PB stays at 00:16:53" 55
"3" 3 3595363 "17:45" 1065 "SM20-24" 72.68 "M" 3 "First Timer!" 32
"4" 4 463889 "17:47" 1067 "VM45-49" 80.97 "M" 4 "New PB!" 131
"5" 5 1356156 "17:56" 1076 "VM40-44" 77.88 "M" 5 "PB stays at 00:17:48" 130
"6" 6 87482 "18:00" 1080 "VM35-39" 75.28 "M" 6 "PB stays at 00:17:39" 86
"7" 7 345576 "18:09" 1089 "SM30-34" 71.26 "M" 7 "PB stays at 00:17:55" 56
"8" 8 1600545 "18:42" 1122 "VM40-44" 75.22 "M" 8 "New PB!" 101
"9" 9 1905360 "18:44" 1124 "SM25-29" 68.86 "M" 9 "First Timer!" 73
"10" 10 192093 "18:49" 1129 "VM50-54" 79.63 "M" 10 "New PB!" 82
"11" 11 1734760 "18:52" 1132 "SM30-34" 68.55 "M" 11 "New PB!" 13
"12" 12 524919 "18:55" 1135 "VM50-54" 79.91 "M" 12 "New PB!" 27
"13" 13 2417800 "18:56" 1136 "VM40-44" 73.77 "M" 13 "PB stays at 00:18:32" 34
"14" 14 1349552 "19:03" 1143 "JW11-14" 82.5 "F" 1 "PB stays at 00:18:00" 71
"15" 15 331893 "19:08" 1148 "VM35-39" 69.34 "M" 14 "PB stays at 00:18:42" 32
"16" 16 1430843 "19:19" 1159 "VM40-44" 71.18 "M" 15 "New PB!" 171
"17" 17 2411827 "19:24" 1164 "VM50-54" 77.23 "M" 16 "PB stays at 00:19:02" 41
"18" 18 342114 "19:28" 1168 "SM30-34" 66.61 "M" 17 "New PB!" 44
"19" 19 156273 "19:41" 1181 "VM40-44" 70.96 "M" 18 "PB stays at 00:18:27" 50
"20" 20 480909 "19:46" 1186 "VM40-44" 69.56 "M" 19 "PB stays at 00:18:40" 176
"21" 21 NA NA NA NA NA NA NA NA NA
"22" 22 1921757 "19:52" 1192 "VM55-59" 80.03 "M" 21 "PB stays at 00:19:43" 68
"23" 23 1711040 "19:53" 1193 "VM45-49" 72.42 "M" 22 "New PB!" 39
"24" 24 1756714 "19:54" 1194 "VM35-39" 67.59 "M" 23 "PB stays at 00:18:52" 101
"25" 25 312469 "19:56" 1196 "VW40-44" 78.34 "F" 2 "PB stays at 00:19:34" 194
"26" 26 1600550 "20:05" 1205 "JM11-14" 70.62 "M" 24 "New PB!" 33
"27" 27 3488898 "20:11" 1211 "VM55-59" 76.8 "M" 25 "First Timer!" 60
"28" 28 110191 "20:14" 1214 "VM50-54" 75.29 "M" 26 "PB stays at 00:19:18" 327
"29" 29 1339451 "20:24" 1224 "VM45-49" 71.16 "M" 27 "New PB!" 13
"30" 30 2517347 "20:28" 1228 "VM60-64" 79.72 "M" 28 "PB stays at 00:19:50" 25
"31" 31 2615516 "20:33" 1233 "SM25-29" 62.77 "M" 29 "PB stays at 00:19:40" 10
"32" 32 1109855 "20:42" 1242 "SW30-34" 71.98 "F" 3 "PB stays at 00:19:58" 94
"33" 33 601916 "20:43" 1243 "VM50-54" 72.97 "M" 30 "PB stays at 00:20:10" 32
"34" 34 3698891 "20:45" 1245 "JM11-14" 71.65 "M" 31 "New PB!" 5
"35" 35 1676124 "20:47" 1247 "VM40-44" 67.68 "M" 32 "New PB!" 8
"36" 36 232895 "20:49" 1249 "VM45-49" 68.61 "M" 33 "PB stays at 00:20:33" 156
"37" 37 1840163 "20:53" 1253 "SM25-29" 61.77 "M" 34 "PB stays at 00:19:13" 70
"38" 38 44462 "20:56" 1256 "VM50-54" 71.02 "M" 35 "PB stays at 00:19:29" 164
"39" 39 4453389 "21:06" 1266 "VM35-39" 63.27 "M" 36 "PB stays at 00:19:52" 23
"40" 40 1347385 "21:10" 1270 "VM50-54" 70.24 "M" 37 "New PB!" 15
"41" 41 410795 "21:19" 1279 "SM25-29" 60.52 "M" 38 "First Timer!" 42
"42" 42 4674051 "21:28" 1288 "SM25-29" 60.09 "M" 39 "First Timer!" 2
"43" 43 196192 "21:28" 1288 "VM35-39" 62.19 "M" 40 "PB stays at 00:18:11" 294
"44" 44 415517 "21:30" 1290 "SM30-34" 60.7 "M" 41 "New PB!" 24
"45" 45 4712174 "21:32" 1292 "SM30-34" 60.37 "M" 42 "PB stays at 00:21:15" 2
