"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 2607091 "15:57" 957 "SM30-34" 81.3 "M" 1 "New PB!" 14
"2" 2 1737351 "16:20" 980 "SM25-29" 79.08 "M" 2 "New PB!" 37
"3" 3 54197 "16:40" 1000 "VM40-44" 81.9 "M" 3 "PB stays at 00:16:23" 133
"4" 4 299685 "16:54" 1014 "SM30-34" 76.73 "M" 4 "New PB!" 126
"5" 5 763945 "17:39" 1059 "SM25-29" 73.18 "M" 5 "PB stays at 00:17:29" 96
"6" 6 455292 "17:55" 1075 "VM45-49" 79.72 "M" 6 "PB stays at 00:17:24" 183
"7" 7 227058 "17:56" 1076 "SM30-34" 72.77 "M" 7 "New PB!" 55
"8" 8 1018518 "17:57" 1077 "VM40-44" 76.6 "M" 8 "First Timer!" 148
"9" 9 3986577 "17:59" 1079 "VM35-39" 73.31 "M" 9 "New PB!" 20
"10" 10 332747 "18:12" 1092 "SM30-34" 71.7 "M" 10 "New PB!" 10
"11" 11 110181 "18:23" 1103 "VM40-44" 76.52 "M" 11 "PB stays at 00:17:49" 125
"12" 12 64194 "18:25" 1105 "VM45-49" 79.46 "M" 12 "PB stays at 00:18:07" 62
"13" 13 712174 "18:46" 1126 "VM35-39" 71.67 "M" 13 "New PB!" 44
"14" 14 2719041 "18:49" 1129 "SM30-34" 69.71 "M" 14 "First Timer!" 22
"15" 15 395147 "18:51" 1131 "VM45-49" 76.39 "M" 15 "PB stays at 00:18:24" 84
"16" 16 355779 "18:55" 1135 "VM35-39" 71.1 "M" 16 "PB stays at 00:17:09" 131
"17" 17 3310478 "18:59" 1139 "SM25-29" 67.95 "M" 17 "New PB!" 40
"18" 18 1450632 "19:00" 1140 "VW35-39" 78.68 "F" 1 "New PB!" 6
"19" 19 2411827 "19:02" 1142 "VM50-54" 78.72 "M" 18 "New PB!" 41
"20" 20 299662 "19:03" 1143 "VM35-39" 69.2 "M" 19 "PB stays at 00:18:39" 334
"21" 21 1815874 "19:04" 1144 "SM25-29" 67.66 "M" 20 "New PB!" 8
"22" 22 4392867 "19:05" 1145 "SM25-29" 67.6 "M" 21 "First Timer!" 1
"23" 23 1389970 "19:12" 1152 "SM25-29" 67.19 "M" 22 "PB stays at 00:18:23" 23
"24" 24 1547591 "19:14" 1154 "VM55-59" 82.67 "M" 23 "PB stays at 00:19:06" 28
"25" 25 3931405 "19:15" 1155 "VM35-39" 69.35 "M" 24 "New PB!" 24
"26" 26 120226 "19:19" 1159 "VM50-54" 76.96 "M" 25 "First Timer!" 250
"27" 27 110998 "19:20" 1160 "VM35-39" 68.62 "M" 26 "PB stays at 00:17:25" 317
"28" 28 NA NA NA NA NA NA NA NA NA
"29" 29 1356156 "19:24" 1164 "VM40-44" 71.99 "M" 28 "PB stays at 00:17:48" 130
"30" 30 658808 "19:35" 1175 "VM45-49" 73.53 "M" 29 "PB stays at 00:18:22" 50
"31" 31 666321 "19:37" 1177 "JM15-17" 68.82 "M" 30 "PB stays at 00:18:28" 118
"32" 32 1358644 "19:39" 1179 "SM30-34" 66.41 "M" 31 "First Timer!" 94
"33" 33 1380515 "19:40" 1180 "VM35-39" 67.03 "M" 32 "PB stays at 00:19:38" 19
"34" 34 1958363 "19:44" 1184 "VM45-49" 72.97 "M" 33 "New PB!" 82
"35" 35 312469 "19:53" 1193 "VW40-44" 78.54 "F" 2 "PB stays at 00:19:34" 194
"36" 36 1695409 "19:58" 1198 "VM40-44" 70.45 "M" 34 "PB stays at 00:19:00" 98
"37" 37 814834 "20:05" 1205 "VM50-54" 75.27 "M" 35 "PB stays at 00:17:42" 181
"38" 38 836728 "20:18" 1218 "VM45-49" 71.51 "M" 36 "PB stays at 00:19:34" 82
"39" 39 1376500 "20:22" 1222 "VM40-44" 67.51 "M" 37 "PB stays at 00:19:22" 54
"40" 40 111432 "20:27" 1227 "VM45-49" 70.99 "M" 38 "PB stays at 00:18:20" 80
