"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 1531830 "16:35" 995 "SM18-19" 80.4 "M" 1 "New PB!" 18
"2" 2 533507 "16:37" 997 "SM30-34" 77.83 "M" 2 "New PB!" 41
"3" 3 1448539 "17:17" 1037 "VM45-49" 82.06 "M" 3 "PB stays at 00:17:03" 52
"4" 4 1153932 "17:23" 1043 "JM11-14" 83.41 "M" 4 "First Timer!" 28
"5" 5 3901596 "17:27" 1047 "SM25-29" 73.93 "M" 5 "New PB!" 45
"6" 6 308528 "17:50" 1070 "VM35-39" 74.86 "M" 6 "PB stays at 00:15:01" 31
"7" 7 87482 "17:58" 1078 "VM35-39" 75.42 "M" 7 "PB stays at 00:17:39" 86
"8" 8 245347 "18:08" 1088 "VM50-54" 81.34 "M" 8 "PB stays at 00:18:03" 82
"9" 9 345576 "18:25" 1105 "SM30-34" 70.23 "M" 9 "PB stays at 00:17:55" 56
"10" 10 196192 "18:41" 1121 "VM35-39" 71.45 "M" 10 "PB stays at 00:18:11" 294
"11" 11 1356156 "18:42" 1122 "VM40-44" 74.69 "M" 11 "PB stays at 00:17:48" 130
"12" 12 2417800 "18:49" 1129 "VM40-44" 74.22 "M" 12 "PB stays at 00:18:32" 34
"13" 13 814834 "19:04" 1144 "VM50-54" 79.28 "M" 13 "PB stays at 00:17:42" 181
"14" 14 1439912 "19:10" 1150 "SM25-29" 67.3 "M" 14 "First Timer!" 13
"15" 15 110998 "19:31" 1171 "VM35-39" 67.98 "M" 15 "PB stays at 00:17:25" 317
"16" 16 322941 "19:31" 1171 "VM40-44" 70.96 "M" 16 "PB stays at 00:17:21" 12
"17" 17 350319 "19:38" 1178 "VM35-39" 68 "M" 17 "PB stays at 00:17:14" 251
"18" 18 1756714 "19:40" 1180 "VM35-39" 68.9 "M" 18 "PB stays at 00:18:52" 101
"19" 19 2209551 "19:41" 1181 "SM20-24" 65.79 "M" 19 "New PB!" 29
"20" 20 1430843 "19:49" 1189 "VM40-44" 69.39 "M" 20 "PB stays at 00:19:19" 171
"21" 21 1921757 "19:51" 1191 "VM55-59" 80.1 "M" 21 "PB stays at 00:19:43" 68
"22" 22 587681 "19:58" 1198 "SM30-34" 65.69 "M" 22 "PB stays at 00:18:43" 72
"23" 23 123732 "20:02" 1202 "SM30-34" 65.14 "M" 23 "PB stays at 00:18:06" 24
"24" 24 265175 "20:15" 1215 "SM30-34" 63.87 "M" 24 "First Timer!" 19
"25" 25 NA NA NA NA NA NA NA NA NA
"26" 26 3516982 "20:30" 1230 "SM25-29" 62.93 "M" 26 "PB stays at 00:19:52" 27
"27" 27 110191 "20:31" 1231 "VM50-54" 74.25 "M" 27 "PB stays at 00:19:18" 327
"28" 28 215020 "20:35" 1235 "VM35-39" 64.86 "M" 28 "PB stays at 00:19:44" 134
"29" 29 791448 "20:41" 1241 "VM45-49" 68.57 "M" 29 "PB stays at 00:19:51" 113
"30" 30 4435498 "20:47" 1247 "JM15-17" 65.92 "M" 30 "PB stays at 00:20:19" 14
"31" 31 1347385 "20:51" 1251 "VM50-54" 71.3 "M" 31 "New PB!" 15
"32" 32 1193774 "21:00" 1260 "SM30-34" 61.59 "M" 32 "PB stays at 00:17:17" 68
"33" 33 4453389 "21:12" 1272 "VM35-39" 63.44 "M" 33 "PB stays at 00:19:52" 23
"34" 34 NA NA NA NA NA NA NA NA NA
"35" 35 1954870 "21:16" 1276 "VM45-49" 68.26 "M" 35 "PB stays at 00:19:34" 103
"36" 36 59051 "21:19" 1279 "VM40-44" 65.52 "M" 36 "PB stays at 00:18:27" 264
"37" 37 173859 "21:25" 1285 "VM55-59" 73 "M" 37 "New PB!" 198
"38" 38 109491 "21:28" 1288 "VW45-49" 77.17 "F" 1 "PB stays at 00:20:20" 272
"39" 39 219124 "21:29" 1289 "VM50-54" 68.66 "M" 38 "PB stays at 00:18:24" 307
"40" 40 1690805 "21:35" 1295 "VM50-54" 70.58 "M" 39 "PB stays at 00:21:08" 117
"41" 41 1543565 "21:37" 1297 "VM45-49" 65.61 "M" 40 "PB stays at 00:20:18" 158
"42" 42 1921567 "21:41" 1301 "JM15-17" 63.18 "M" 41 "PB stays at 00:21:36" 40
"43" 43 1644797 "21:47" 1307 "VM40-44" 63.58 "M" 42 "New PB!" 36
"44" 44 312469 "21:49" 1309 "VW40-44" 71.58 "F" 2 "PB stays at 00:19:34" 194
"45" 45 326506 "21:50" 1310 "VM55-59" 70.99 "M" 43 "PB stays at 00:19:38" 75
"46" 46 304766 "22:04" 1324 "VM45-49" 65.26 "M" 44 "PB stays at 00:20:39" 106
"47" 47 182146 "22:09" 1329 "VW50-54" 78.63 "F" 3 "PB stays at 00:20:48" 131
"48" 48 1738372 "22:09" 1329 "VM45-49" 64.03 "M" 45 "First Timer!" 140
"49" 49 2654032 "22:12" 1332 "VM45-49" 65.92 "M" 46 "New PB!" 25
"50" 50 331893 "22:14" 1334 "VM35-39" 60.04 "M" 47 "PB stays at 00:18:42" 32
"51" 51 510967 "22:23" 1343 "VM45-49" 65.38 "M" 48 "PB stays at 00:22:21" 13
"52" 52 1547842 "22:29" 1349 "VM40-44" 62.12 "M" 49 "PB stays at 00:21:03" 98
"53" 53 1290408 "22:34" 1354 "VM50-54" 65.36 "M" 50 "PB stays at 00:21:19" 153
"54" 54 787823 "22:36" 1356 "VM35-39" 58.33 "M" 51 "First Timer!" 12
"55" 55 636462 "22:38" 1358 "VM55-59" 69.66 "M" 52 "PB stays at 00:20:37" 92
"56" 56 372610 "22:41" 1361 "VM45-49" 64 "M" 53 "PB stays at 00:20:53" 106
"57" 57 2854352 "22:45" 1365 "VM50-54" 65.86 "M" 54 "PB stays at 00:22:34" 88
"58" 58 335368 "22:46" 1366 "VM40-44" 60.4 "M" 55 "PB stays at 00:19:52" 193
"59" 59 3852426 "22:50" 1370 "VM35-39" 59.34 "M" 56 "PB stays at 00:21:52" 24
"60" 60 2382093 "22:57" 1377 "SM25-29" 56.21 "M" 57 "New PB!" 30
"61" 61 2871951 "22:58" 1378 "VM45-49" 63.72 "M" 58 "PB stays at 00:20:36" 92
"62" 62 1386417 "23:00" 1380 "JM11-14" 61.67 "M" 59 "PB stays at 00:21:40" 16
"63" 63 3290312 "23:01" 1381 "VM60-64" 70.89 "M" 60 "PB stays at 00:21:36" 64
"64" 64 404054 "23:05" 1385 "VM40-44" 60 "M" 61 "PB stays at 00:21:51" 122
"65" 65 192093 "23:07" 1387 "VM50-54" 64.82 "M" 62 "PB stays at 00:18:43" 82
"66" 66 487460 "23:11" 1391 "SM20-24" 55.86 "M" 63 "PB stays at 00:20:18" 297
"67" 67 4404820 "23:15" 1395 "JM10" 67.89 "M" 64 "First Timer!" 29
"68" 68 795269 "23:17" 1397 "SM30-34" 56.05 "M" 65 "First Timer!" 26
"69" 69 60835 "23:19" 1399 "VM45-49" 61.26 "M" 66 "PB stays at 00:21:47" 47
"70" 70 309969 "23:19" 1399 "VW45-49" 68.76 "F" 4 "PB stays at 00:21:36" 80
"71" 71 403955 "23:21" 1401 "VM55-59" 65.81 "M" 67 "PB stays at 00:21:31" 35
"72" 72 314431 "23:24" 1404 "VW50-54" 73.43 "F" 5 "PB stays at 00:22:22" 126
"73" 73 40095 "23:26" 1406 "VM55-59" 67.28 "M" 68 "PB stays at 00:21:24" 41
"74" 74 360166 "23:27" 1407 "VM50-54" 63.4 "M" 69 "PB stays at 00:22:58" 195
"75" 75 50103 "23:28" 1408 "VM60-64" 70.17 "M" 70 "PB stays at 00:20:12" 52
"76" 76 4404815 "23:34" 1414 "VM50-54" 63.08 "M" 71 "First Timer!" 31
"77" 77 197392 "23:39" 1419 "VM45-49" 61.38 "M" 72 "PB stays at 00:21:38" 21
"78" 78 1093588 "23:40" 1420 "VM35-39" 55.7 "M" 73 "PB stays at 00:23:08" 55
"79" 79 1016709 "23:40" 1420 "VW40-44" 66.48 "F" 6 "New PB!" 155
"80" 80 202581 "23:40" 1420 "VM45-49" 60.85 "M" 74 "PB stays at 00:17:13" 283
"81" 81 889861 "23:41" 1421 "VM50-54" 63.83 "M" 75 "PB stays at 00:20:48" 201
"82" 82 3904275 "23:42" 1422 "VM50-54" 62.73 "M" 76 "PB stays at 00:23:14" 37
"83" 83 4393429 "23:43" 1423 "JM11-14" 59.8 "M" 77 "PB stays at 00:21:44" 13
"84" 84 2454281 "23:45" 1425 "SW30-34" 62.46 "F" 7 "PB stays at 00:23:19" 40
"85" 85 1766921 "23:46" 1426 "VM50-54" 63.04 "M" 78 "PB stays at 00:20:38" 51
"86" 86 386855 "23:58" 1438 "VM45-49" 61.06 "M" 79 "PB stays at 00:21:33" 159
"87" 87 NA NA NA NA NA NA NA NA NA
"88" 88 3123193 "24:06" 1446 "VM40-44" 57.05 "M" 81 "PB stays at 00:22:36" 32
"89" 89 1467026 "24:10" 1450 "VM50-54" 62.55 "M" 82 "PB stays at 00:23:34" 31
"90" 90 502348 "24:17" 1457 "VM65-69" 69.05 "M" 83 "PB stays at 00:22:19" 247
"91" 91 180505 "24:19" 1459 "VM60-64" 65.94 "M" 84 "PB stays at 00:23:51" 141
"92" 92 2229604 "24:22" 1462 "SW30-34" 61.01 "F" 8 "PB stays at 00:21:07" 14
"93" 93 4557690 "24:27" 1467 "VW55-59" 73.07 "F" 9 "New PB!" 14
"94" 94 3999030 "24:31" 1471 "JM11-14" 60.64 "M" 85 "PB stays at 00:23:46" 27
"95" 95 360164 "24:32" 1472 "VW45-49" 65.35 "F" 10 "PB stays at 00:22:46" 184
"96" 96 1005001 "24:34" 1474 "VM40-44" 55.97 "M" 86 "PB stays at 00:24:27" 6
"97" 97 787159 "24:34" 1474 "VM45-49" 59.57 "M" 87 "New PB!" 4
"98" 98 1651224 "24:37" 1477 "VM50-54" 61.41 "M" 88 "New PB!" 122
"99" 99 852364 "24:38" 1478 "JW11-14" 66.1 "F" 11 "PB stays at 00:24:14" 30
"100" 100 563897 "24:38" 1478 "VM45-49" 57.98 "M" 89 "PB stays at 00:21:09" 184
"101" 101 172552 "24:40" 1480 "VW50-54" 67.97 "F" 12 "New PB!" 35
"102" 102 1371330 "24:42" 1482 "VM45-49" 57.83 "M" 90 "PB stays at 00:19:18" 78
"103" 103 594810 "24:43" 1483 "VW50-54" 69.52 "F" 13 "PB stays at 00:21:56" 69
"104" 104 313610 "24:44" 1484 "VM55-59" 62.13 "M" 91 "PB stays at 00:21:43" 62
"105" 105 598007 "24:44" 1484 "VW50-54" 70.42 "F" 14 "PB stays at 00:22:00" 127
"106" 106 1330685 "24:45" 1485 "SW25-29" 59.8 "F" 15 "PB stays at 00:22:16" 50
"107" 107 3525548 "24:49" 1489 "VM50-54" 59.44 "M" 92 "PB stays at 00:23:40" 43
"108" 108 2340915 "24:51" 1491 "VM55-59" 63.98 "M" 93 "PB stays at 00:23:49" 87
"109" 109 NA NA NA NA NA NA NA NA NA
"110" 110 1323123 "24:56" 1496 "VW45-49" 64.97 "F" 16 "PB stays at 00:24:08" 16
"111" 111 170154 "24:59" 1499 "VM60-64" 65.31 "M" 95 "PB stays at 00:23:32" 322
"112" 112 4702612 "25:07" 1507 "VM35-39" 53.95 "M" 96 "PB stays at 00:23:55" 31
"113" 113 182149 "25:21" 1521 "VM70-74" 71.33 "M" 97 "PB stays at 00:21:13" 193
"114" 114 1535675 "25:21" 1521 "SM25-29" 50.95 "M" 98 "PB stays at 00:25:11" 54
"115" 115 3015836 "25:24" 1524 "VM65-69" 68.64 "M" 99 "PB stays at 00:24:53" 64
"116" 116 4409566 "25:25" 1525 "JM15-17" 53.11 "M" 100 "New PB!" 18
"117" 117 4099388 "25:26" 1526 "JW15-17" 60.16 "F" 17 "PB stays at 00:23:46" 29
"118" 118 3538612 "25:30" 1530 "VM65-69" 65.75 "M" 101 "PB stays at 00:23:58" 76
"119" 119 464176 "25:32" 1532 "VM50-54" 57.77 "M" 102 "PB stays at 00:24:05" 107
"120" 120 3790146 "25:37" 1537 "VW45-49" 64.67 "F" 18 "PB stays at 00:24:40" 52
"121" 121 385144 "25:39" 1539 "VW50-54" 66.99 "F" 19 "PB stays at 00:24:03" 180
"122" 122 221943 "25:40" 1540 "VM50-54" 58.38 "M" 103 "PB stays at 00:23:23" 143
"123" 123 4884292 "25:42" 1542 "VM55-59" 60.31 "M" 104 "New PB!" 20
"124" 124 1182942 "25:45" 1545 "VM50-54" 58.71 "M" 105 "PB stays at 00:24:41" 83
"125" 125 2637255 "25:49" 1549 "VM50-54" 59.01 "M" 106 "New PB!" 87
"126" 126 4324977 "25:50" 1550 "SW25-29" 57.29 "F" 20 "First Timer!" 18
"127" 127 769780 "25:52" 1552 "SM30-34" 50.13 "M" 107 "PB stays at 00:23:51" 108
