"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 1808219 "16:36" 996 "VM35-39" 81.02 "M" 1 "PB stays at 00:16:22" 70
"2" 2 54197 "16:38" 998 "VM40-44" 82.06 "M" 2 "PB stays at 00:16:23" 133
"3" 3 524524 "16:46" 1006 "SM30-34" 77.53 "M" 3 "New PB!" 19
"4" 4 NA NA NA NA NA NA NA NA NA
"5" 5 146728 "16:58" 1018 "VM40-44" 80.45 "M" 5 "PB stays at 00:16:26" 63
"6" 6 NA NA NA NA NA NA NA NA NA
"7" 7 3901596 "17:47" 1067 "SM25-29" 72.54 "M" 7 "PB stays at 00:17:27" 45
"8" 8 2577702 "17:49" 1069 "VM35-39" 76.05 "M" 8 "New PB!" 7
"9" 9 350319 "18:09" 1089 "VM35-39" 73.55 "M" 9 "PB stays at 00:17:14" 251
"10" 10 1853186 "18:18" 1098 "JM15-17" 73.77 "M" 10 "PB stays at 00:17:32" 78
"11" 11 64194 "18:19" 1099 "VM45-49" 79.89 "M" 11 "PB stays at 00:18:07" 62
"12" 12 2240272 "18:36" 1116 "SM25-29" 69.44 "M" 12 "PB stays at 00:18:29" 18
"13" 13 4326336 "18:41" 1121 "VM50-54" 79.57 "M" 13 "New PB!" 13
"14" 14 194394 "18:43" 1123 "VM40-44" 74.62 "M" 14 "PB stays at 00:17:55" 193
"15" 15 123169 "19:03" 1143 "VM35-39" 70.6 "M" 15 "PB stays at 00:18:32" 77
"16" 16 395147 "19:05" 1145 "VM45-49" 75.46 "M" 16 "PB stays at 00:18:24" 84
"17" 17 202581 "19:09" 1149 "VM45-49" 75.2 "M" 17 "PB stays at 00:17:13" 283
"18" 18 3866329 "19:15" 1155 "VM35-39" 69.35 "M" 18 "New PB!" 6
"19" 19 384355 "19:25" 1165 "VM35-39" 67.9 "M" 19 "PB stays at 00:18:28" 102
"20" 20 4964979 "19:27" 1167 "SM30-34" 66.5 "M" 20 "PB stays at 00:18:39" 11
