"pos" "athleteNumber" "time" "timeInSeconds" "ageCat" "ageGrade" "gender" "genderPos" "note" "totalRuns"
"1" 1 1185540 "16:46" 1006 "JM15-17" 83 "M" 1 "First Timer!" 53
"2" 2 474003 "17:35" 1055 "VM35-39" 76.49 "M" 2 "New PB!" 38
"3" 3 455292 "17:44" 1064 "VM45-49" 80.55 "M" 3 "PB stays at 00:17:24" 183
"4" 4 345576 "17:55" 1075 "SM25-29" 72.09 "M" 4 "New PB!" 56
"5" 5 350319 "18:04" 1084 "VM35-39" 73.89 "M" 5 "PB stays at 00:17:14" 251
"6" 6 814834 "18:11" 1091 "VM50-54" 83.13 "M" 6 "PB stays at 00:17:42" 181
"7" 7 1434845 "18:16" 1096 "VM35-39" 72.17 "M" 7 "New PB!" 65
"8" 8 94703 "18:22" 1102 "VM55-59" 84.39 "M" 8 "New PB!" 82
"9" 9 1105867 "18:24" 1104 "SM25-29" 70.11 "M" 9 "PB stays at 00:18:20" 116
"10" 10 508642 "18:25" 1105 "VM45-49" 77.01 "M" 10 "PB stays at 00:17:42" 43
"11" 11 395147 "18:40" 1120 "VM45-49" 76.52 "M" 11 "PB stays at 00:18:24" 84
"12" 12 293823 "18:42" 1122 "VM35-39" 70.94 "M" 12 "PB stays at 00:17:56" 179
"13" 13 75213 "18:44" 1124 "SM30-34" 69.4 "M" 13 "PB stays at 00:18:24" 65
"14" 14 2417800 "18:45" 1125 "VM40-44" 74.49 "M" 14 "PB stays at 00:18:32" 34
"15" 15 1966708 "18:51" 1131 "VM35-39" 70.82 "M" 15 "PB stays at 00:18:25" 102
"16" 16 334172 "19:02" 1142 "VM40-44" 72.77 "M" 16 "PB stays at 00:18:12" 106
"17" 17 192093 "19:05" 1145 "VM50-54" 77.9 "M" 17 "PB stays at 00:18:43" 82
"18" 18 45950 "19:08" 1148 "SM30-34" 67.6 "M" 18 "PB stays at 00:16:40" 125
"19" 19 1567526 "19:09" 1149 "VM40-44" 72.32 "M" 19 "PB stays at 00:18:48" 46
