"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"128" "2015-10-03" NA NA NA NA NA NA NA NA
"127" "2015-09-26" NA NA NA NA NA NA NA NA
"126" "2015-09-19" NA NA NA NA NA NA NA NA
"125" "2015-09-12" NA NA NA NA NA NA NA NA
"124" "2015-09-05" NA NA NA NA NA NA NA NA
"123" "2015-08-29" NA NA NA NA NA NA NA NA
"122" "2015-08-22" NA NA NA NA NA NA NA NA
"121" "2015-08-15" NA NA NA NA NA NA NA NA
"120" "2015-08-08" NA NA NA NA NA NA NA NA
"119" "2015-08-01" NA NA NA NA NA NA NA NA
"118" "2015-07-25" NA NA NA NA NA NA NA NA
"117" "2015-07-18" NA NA NA NA NA NA NA NA
"116" "2015-07-11" NA NA NA NA NA NA NA NA
"115" "2015-07-04" NA NA NA NA NA NA NA NA
"114" "2015-06-27" NA NA NA NA NA NA NA NA
"113" "2015-06-20" NA NA NA NA NA NA NA NA
"112" "2015-06-13" NA NA NA NA NA NA NA NA
"111" "2015-06-06" NA NA NA NA NA NA NA NA
"110" "2015-05-30" NA NA NA NA NA NA NA NA
"109" "2015-05-23" NA NA NA NA NA NA NA NA
"108" "2015-05-16" NA NA NA NA NA NA NA NA
"107" "2015-05-09" NA NA NA NA NA NA NA NA
"106" "2015-05-02" NA NA NA NA NA NA NA NA
"105" "2015-04-25" NA NA NA NA NA NA NA NA
"104" "2015-04-18" NA NA NA NA NA NA NA NA
"103" "2015-04-11" NA NA NA NA NA NA NA NA
"102" "2015-04-04" NA NA NA NA NA NA NA NA
"101" "2015-03-28" NA NA NA NA NA NA NA NA
"100" "2015-03-21" NA NA NA NA NA NA NA NA
"99" "2015-03-14" NA NA NA NA NA NA NA NA
"98" "2015-03-07" NA NA NA NA NA NA NA NA
"97" "2015-02-28" NA NA NA NA NA NA NA NA
"96" "2015-02-21" NA NA NA NA NA NA NA NA
"95" "2015-02-14" NA NA NA NA NA NA NA NA
"94" "2015-02-07" NA NA NA NA NA NA NA NA
"93" "2015-01-31" NA NA NA NA NA NA NA NA
"92" "2015-01-24" NA NA NA NA NA NA NA NA
"91" "2015-01-17" NA NA NA NA NA NA NA NA
"90" "2015-01-10" NA NA NA NA NA NA NA NA
"89" "2015-01-03" NA NA NA NA NA NA NA NA
"88" "2014-12-27" NA NA NA NA NA NA NA NA
"87" "2014-12-20" NA NA NA NA NA NA NA NA
"86" "2014-12-13" NA NA NA NA NA NA NA NA
"85" "2014-12-06" NA NA NA NA NA NA NA NA
"84" "2014-11-29" NA NA NA NA NA NA NA NA
"83" "2014-11-22" NA NA NA NA NA NA NA NA
"82" "2014-11-15" NA NA NA NA NA NA NA NA
"81" "2014-11-08" NA NA NA NA NA NA NA NA
"80" "2014-11-01" NA NA NA NA NA NA NA NA
"79" "2014-10-25" NA NA NA NA NA NA NA NA
"78" "2014-10-18" NA NA NA NA NA NA NA NA
"77" "2014-10-11" NA NA NA NA NA NA NA NA
"76" "2014-10-04" NA NA NA NA NA NA NA NA
"75" "2014-09-27" NA NA NA NA NA NA NA NA
"74" "2014-09-20" NA NA NA NA NA NA NA NA
