"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"238" "2016-06-25" 258 143 101 3.38837061879598 0.537819923679063 2.86963411517215 0.506604535982048 NA
"237" "2016-06-18" 254 136 106 3.37153072605649 0.542183113186825 2.957125568489 0.465395650692323 NA
"236" "2016-06-04" 332 172 132 3.44353986812568 0.609904281993943 2.8525050483858 0.486968987453624 NA
"235" "2016-05-28" 357 200 128 3.4156501718383 0.594951311705623 2.9348791931797 0.453637974534578 NA
"234" "2016-05-21" 383 200 157 3.39541739800483 0.60057926050798 2.78595497269552 0.507280035148081 NA
"233" "2016-05-14" 385 208 138 3.43538775061295 0.576797982370252 2.92033980330902 0.480177854188319 NA
"232" "2016-05-07" 434 214 177 3.53874433938306 0.635496985235907 2.93018291295828 0.479945627331115 NA
"231" "2016-04-30" 371 198 138 3.38438979599798 0.637428528019713 2.88762263586312 0.474104880177657 NA
"230" "2016-04-23" 374 201 138 3.33105393446337 0.607259970226755 2.81033649379863 0.440373501862627 NA
"229" "2016-04-16" 231 125 94 3.33016001076683 0.638358402808225 2.6994551031708 0.454319673962137 NA
"228" "2016-04-09" 264 131 119 3.28814297845574 0.537271141173631 2.77219176818306 0.414736555730861 NA
"227" "2016-04-02" 216 127 86 3.34993762235227 0.550989697652448 2.76633480587068 0.49585141221097 NA
"226" "2016-03-26" 329 168 138 3.22467604594769 0.542341726132207 2.73067528822728 0.466781278151037 NA
"225" "2016-03-12" 324 157 145 3.34199394295929 0.562650391062716 2.73443291999498 0.467519665063426 NA
"224" "2016-02-27" 316 157 131 3.43252034900687 0.570145615423297 2.84194717160919 0.472660117287672 NA
"223" "2016-02-20" 317 165 129 3.25302256979566 0.542853497984946 2.70574465363797 0.47666637167721 NA
"222" "2016-02-13" 341 156 161 3.27687228381348 0.535006829333168 2.717239812841 0.458216112397987 NA
"221" "2016-02-06" 320 166 129 3.38360601187878 0.573469740651625 2.76128831702722 0.441268037581022 NA
